A,0,1,2
e62b8b,93110d,c84583,07ea36
0,0.29540508576,-0.618385702765,0.480760883477
1,0.755447082148,-0.961586784555,0.359928415148
2,0.627562004335,-1.3664410518,-0.452093731836
3,3.76055895713,-0.563186790288,0.634541092711
4,0.331862163612,-1.02059588245,2.39708892405
5,0.0202136741071,-1.10553295014,-0.288879028451
6,0.948930637546,-1.33094305728,-0.251115471685
7,1.94153663415,1.16149531745,2.64905760091
8,-1.57459991804,0.46320556142,1.05155543502
9,-0.189611282005,-1.29895072257,-0.11216345686
10,-0.759048356026,-0.00942272336995,0.918803977056
11,-0.489595438454,-1.36717061876,-0.0936658636677
12,1.37492600274,-0.390209783029,0.236481407915
13,1.46523553507,-1.0711868832,0.10368382126
14,0.682429260493,-0.46005954859,0.724016134227
15,-0.527558568317,-0.0770867403214,0.134976295246
16,-1.80130461222,-0.295244791319,0.198611494655
17,0.0530572694474,-2.11194031283,0.795183317307
18,-0.437950278835,-1.19943533646,0.761641967431
19,-1.01494388326,-1.38988914599,1.08052859626
20,-0.395240183924,-1.17002633023,1.69595560917
21,-1.21070234252,-0.922343853687,0.823237424422
22,0.36667419245,-1.2151941787,0.164239317397
23,-1.42432811959,2.26984861207,1.19420112054
24,0.555667499912,-0.131782093015,-0.376084317292
25,-1.03998643773,-1.49022285089,0.48274956548
26,0.179163679931,0.0351947914691,0.576535887768
27,-0.574031363372,-0.115363726158,0.101722056439
28,-0.0679538224132,-0.622467643808,0.899425077083
29,1.7092200622,-0.915473396432,0.394042017266
30,1.39831709093,0.865021597906,0.518228482739
31,-0.176625894698,-0.957697156109,0.272950329777
32,-0.75476601435,-1.40091667201,0.0560155577591
33,-0.452227371192,-0.32192186839,0.318860252804
34,-0.594702132407,-1.46924929824,-0.0243486799899
35,-0.407230792847,-0.419746738014,0.707819688847
36,-1.38454870288,-0.831684835671,0.0725722506925
37,-0.544676640467,-1.44807459601,0.182050301191
38,-1.22876734372,-0.679492920427,0.981568003592
39,-0.694353505283,-1.79845995644,0.677084091053
40,-0.774638060565,-0.580362068092,1.47320397916
41,0.694845769809,0.0464422463762,0.482635717728
42,-1.01588860629,0.457560471524,1.19993859169
43,-0.344766609233,0.606891988169,1.08024463144
44,-0.624637642937,0.109025583025,0.222300097841
45,-1.19331562329,-0.977575132913,-0.186556957512
46,-0.0913736266402,-1.58619510387,1.52067369207
47,0.599862978338,-2.40745415745,-0.134217962787
48,-1.29006823828,-1.83066197525,0.624535573097
49,-1.63910396362,-1.39291550782,-0.131994532807
50,-1.3742226327,-1.58591621049,-0.125999771687
51,-1.35144646025,-0.822931420798,1.18799353688
52,1.26399863824,-0.892531471543,-0.772080766904
53,0.605290953458,1.0260103309,-0.0704641122031
54,0.730186845113,-0.282306946825,0.122926654079
55,0.357861558589,-0.26558614318,0.898261073553
56,0.701518003971,-0.158924840141,1.56759002023
57,2.80420077431,-0.124600619157,0.516099882666
58,-0.127762599934,-1.05157917371,1.09503984588
59,0.566054511904,1.68796548859,1.63307627674
60,3.20471958098,-1.17327801889,0.602568926658
61,0.229357955167,-1.21349089347,0.27646102057
62,-0.723637416113,-0.667846920388,1.39089377918
63,-0.965845142373,-1.63183594513,0.775687674884
64,0.658812688168,-1.40665788572,-0.482794989161
65,1.42565754013,-0.264381680401,1.36644998514
66,0.414685306348,-0.270424688292,1.00093632134
67,-0.00142556911152,-0.962124619849,0.187487158263
68,1.28052542195,-0.921983536318,2.75217164927
69,-1.10361533352,-0.64507236111,0.0118150453225
70,-0.884323265175,-1.34375971524,1.35832704786
71,1.89647116603,0.297656217688,0.919641477346
72,-0.302137095464,-1.89744362564,0.23771155697
73,-1.55723038949,-1.69080526093,0.876399163133
74,-0.408698132414,-0.500399886459,-0.284897009088
75,-0.948179151298,0.821090188072,0.909590322918
76,1.90479455213,-0.02629267563,1.20115664955
77,1.3843368277,-0.976195541452,-0.657337457282
78,4.12899362637,-0.858184150206,0.96507552623
79,0.0990690854472,0.74183962796,-0.137641410074
80,0.713988999361,-2.32175424722,-0.792581855084
81,-0.548883355326,-0.207216702935,1.06181700663
82,-0.882532402932,-0.856964794744,2.53495597208
83,2.54525863816,1.03726295359,3.51883461088
84,-0.811909489129,-2.23344240085,0.427532233681
85,-0.492068370547,-1.29914626906,1.25988633588
86,0.0607194139962,-2.45124576217,0.610552595748
87,-0.327253156652,-1.01659467038,-0.234262416313
88,-0.940480630005,-0.845198541599,1.23429684038
89,0.526351381535,-2.00807279359,0.337771305147
90,-0.150514910879,-1.34481419198,0.128855029266
91,-0.810423098934,-0.808192679468,-0.0523658368663
92,-0.537114883324,-0.677006904827,0.169056238784
93,-1.29735926717,-0.103512874124,1.07609791504
