"close, x; MA180, x; MA90, x; MA30, x; MA15, x; MA7, x; MA1, x; log_MA1/7, x; log_MA7/15, x; log_MA15/30, x","close, y","MA180, y","MA90, y","MA30, y","MA15, y","MA7, y","MA1, y","log_MA1/7, y","log_MA7/15, y","log_MA15/30, y","close (1), x; MA30 (1), x; MA15 (1), x; MA7 (1), x; MA1 (1), x","close (1), y","MA30 (1), y","MA15 (1), y","MA7 (1), y","MA1 (1), y"
ca18d4,c71b22,087b35,915469,1329d1,916223,fec0bb,67e4de,166889,988458,2488b6,32d5f8,a799fa,690601,c23db6,8ffdd3,19d079
2017-10-01 00:00:00,278.248,,218.5720254437,279.439209375,281.2408069444,286.4550441468,278.8513784722,-0.0116836784,0.0079781387,0.0027909915,2017-10-29 15:45:00,,,,,
2017-10-01 00:15:00,278.248,,218.5834694058,279.4255131944,281.2569805555,286.4425168651,278.8445902778,-0.0116752576,0.007934171,0.0028372528,2017-10-29 16:00:00,150540669833.0,,,,
2017-10-01 00:30:00,278.248,,218.5972021605,279.4090777778,281.2763888889,286.427484127,278.8364444444,-0.0116651521,0.0078814105,0.0028927659,2017-10-29 16:15:00,150540669833.0,,,,
2017-10-01 00:45:00,278.248,,218.6109349151,279.3926423611,281.2957972222,286.4124513889,278.8282986111,-0.0116550457,0.0078286509,0.0029482785,2017-10-29 16:30:00,150540669833.0,,,,
2017-10-01 01:00:00,278.248,,218.6246676697,279.3762069444,281.3152055555,286.3974186508,278.8201527778,-0.0116449384,0.0077758922,0.0030037904,2017-10-29 16:45:00,150540669833.0,,,,
2017-10-01 01:15:00,278.248,,218.6384004244,279.3597715278,281.3346138889,286.3823859127,278.8120069444,-0.0116348304,0.0077231343,0.0030593018,2017-10-29 17:00:00,150540669833.0,,,,
2017-10-01 01:30:00,278.248,,218.652133179,279.3433361111,281.3540222222,286.3673531746,278.8038611111,-0.0116247215,0.0076703773,0.0031148127,2017-10-29 17:15:00,150540669833.0,,,,
2017-10-01 01:45:00,278.248,,218.6658659336,279.3269006944,281.3734305555,286.3523204365,278.7957152778,-0.0116146118,0.0076176212,0.003170323,2017-10-29 17:30:00,150540669833.0,,,,
2017-10-01 02:00:00,278.248,,218.6795986882,279.3104652778,281.3928388889,286.3372876984,278.7875694444,-0.0116045012,0.0075648659,0.0032258327,2017-10-29 17:45:00,150540669833.0,,,,
2017-10-01 02:15:00,278.248,,218.6933314429,279.2940298611,281.4122472222,286.3222549603,278.7794236111,-0.0115943899,0.0075121115,0.0032813418,2017-10-29 18:00:00,150540669833.0,,,,
2017-10-01 02:30:00,278.248,,218.7070641975,279.2775944444,281.4316555555,286.3072222222,278.7712777778,-0.0115842777,0.007459358,0.0033368504,2017-10-29 18:15:00,150540669833.0,,,,
2017-10-01 02:45:00,278.248,,218.7207969521,279.2611590278,281.4510638889,286.2921894841,278.7631319444,-0.0115741647,0.0074066053,0.0033923585,2017-10-29 18:30:00,150540669833.0,,,,
