"close, x; MA180, x; MA90, x; MA30, x; MA15, x; MA7, x; MA1, x; log_MA1/7, x; log_MA7/15, x; log_MA15/30, x","close, y","MA180, y","MA90, y","MA30, y","MA15, y","MA7, y","MA1, y","log_MA1/7, y","log_MA7/15, y","log_MA15/30, y"
d18cfa,fc9480,6db107,b7304d,5eea6b,804df5,980117,fc8e30,60b8d6,15140e,6077df
2017-10-01 00:00:00,0.09985,,,0.1231155509,0.1154620938,0.1109615526,0.1028482465,-0.0329756349,-0.017266904,-0.0278734843
2017-10-01 00:15:00,0.09985,,,0.123108213,0.1154520764,0.1109438194,0.1027981597,-0.033117778,-0.0172986353,-0.0278852792
2017-10-01 00:30:00,0.09985,,,0.1230994074,0.1154400556,0.1109225397,0.1027380556,-0.0332884676,-0.0173367229,-0.0278994353
2017-10-01 00:45:00,0.09985,,,0.1230906019,0.1154280347,0.1109012599,0.1026779514,-0.0334592899,-0.0173748218,-0.0279135938
2017-10-01 01:00:00,0.09985,,,0.1230817963,0.1154160139,0.1108799802,0.1026178472,-0.033630245,-0.0174129319,-0.0279277549
2017-10-01 01:15:00,0.09985,,,0.1230729907,0.1154039931,0.1108587004,0.1025577431,-0.033801333,-0.0174510534,-0.0279419185
2017-10-01 01:30:00,0.09985,,,0.1230641852,0.1153919722,0.1108374206,0.1024976389,-0.0339725542,-0.0174891861,-0.0279560845
2017-10-01 01:45:00,0.09985,,,0.1230553796,0.1153799514,0.1108161409,0.1024375347,-0.0341439088,-0.0175273301,-0.027970253
2017-10-01 02:00:00,0.09985,,,0.1230465741,0.1153679306,0.1107948611,0.1023774306,-0.0343153968,-0.0175654854,-0.027984424
2017-10-01 02:15:00,0.09985,,,0.1230377685,0.1153559097,0.1107735813,0.1023173264,-0.0344870185,-0.0176036521,-0.0279985975
2017-10-01 02:30:00,0.09985,,,0.123028963,0.1153438889,0.1107523016,0.1022572222,-0.0346587741,-0.01764183,-0.0280127735
2017-10-01 02:45:00,0.09985,,,0.1230201574,0.1153318681,0.1107310218,0.1021971181,-0.0348306636,-0.0176800193,-0.028026952
2017-10-01 03:00:00,0.09985,,,0.1230113519,0.1153198472,0.1107097421,0.1021370139,-0.0350026874,-0.0177182198,-0.028041133
2017-10-01 03:15:00,0.09985,,,0.1230025463,0.1153078264,0.1106884623,0.1020769097,-0.0351748455,-0.0177564318,-0.0280553165
2017-10-01 03:30:00,0.09985,,,0.1229937407,0.1152958056,0.1106671825,0.1020168056,-0.0353471381,-0.017794655,-0.0280695025
2017-10-01 03:45:00,0.09985,,,0.1229849352,0.1152837847,0.1106459028,0.1019567014,-0.0355195653,-0.0178328896,-0.0280836909
2017-10-01 04:00:00,0.09917,,,0.1229759491,0.1152705417,0.1106235119,0.1019065278,-0.0356454398,-0.0178708927,-0.0281018491
2017-10-01 04:15:00,0.09917,,,0.1229668727,0.1152566875,0.1106005655,0.1018613194,-0.0357480525,-0.0179087867,-0.0281219946
2017-10-01 04:30:00,0.09917,,,0.1229577963,0.1152428333,0.110577619,0.1018161111,-0.0358507319,-0.0179466932,-0.0281421439
2017-10-01 04:45:00,0.09917,,,0.1229487199,0.1152289792,0.1105546726,0.1017709028,-0.0359534783,-0.017984612,-0.0281622971
2017-10-01 05:00:00,0.09917,,,0.1229396435,0.115215125,0.1105317262,0.1017256944,-0.0360562917,-0.0180225433,-0.0281824543
2017-10-01 05:15:00,0.09917,,,0.1229305671,0.1152012708,0.1105087798,0.1016804861,-0.0361591721,-0.018060487,-0.0282026154
2017-10-01 05:30:00,0.09917,,,0.1229214907,0.1151874167,0.1104858333,0.1016352778,-0.0362621197,-0.0180984432,-0.0282227803
2017-10-01 05:45:00,0.09917,,,0.1229124144,0.1151735625,0.1104628869,0.1015900694,-0.0363651344,-0.0181364118,-0.0282429492
2017-10-01 06:00:00,0.09917,,,0.122903338,0.1151597083,0.1104399405,0.1015448611,-0.0364682165,-0.0181743928,-0.028263122
2017-10-01 06:15:00,0.09917,,,0.1228942616,0.1151458542,0.110416994,0.1014996528,-0.0365713658,-0.0182123864,-0.0282832988
2017-10-01 06:30:00,0.09917,,,0.1228851852,0.115132,0.1103940476,0.1014544444,-0.0366745826,-0.0182503924,-0.0283034794
2017-10-01 06:45:00,0.09917,,,0.1228761088,0.1151181458,0.1103711012,0.1014092361,-0.0367778668,-0.0182884108,-0.028323664
2017-10-01 07:00:00,0.09917,,,0.1228670324,0.1151042917,0.1103481548,0.1013640278,-0.0368812186,-0.0183264418,-0.0283438525
2017-10-01 07:15:00,0.09917,,,0.122857956,0.1150904375,0.1103252083,0.1013188194,-0.0369846379,-0.0183644852,-0.0283640449
2017-10-01 07:30:00,0.09917,,,0.1228488796,0.1150765833,0.1103022619,0.1012736111,-0.037088125,-0.0184025412,-0.0283842412
2017-10-01 07:45:00,0.09917,,,0.1228398032,0.1150627292,0.1102793155,0.1012284028,-0.0371916798,-0.0184406096,-0.0284044415
2017-10-01 08:00:00,0.09803,,,0.1228303426,0.1150485231,0.1102555258,0.1011772222,-0.0373176167,-0.0184806839,-0.0284246152
2017-10-01 08:15:00,0.09803,,,0.1228206898,0.1150341412,0.1102313145,0.1011230556,-0.0374548063,-0.0185217688,-0.0284447778
2017-10-01 08:30:00,0.09803,,,0.122811037,0.1150197593,0.1102071032,0.1010688889,-0.0375920996,-0.0185628678,-0.0284649445
2017-10-01 08:45:00,0.09803,,,0.1228013843,0.1150053773,0.1101828919,0.1010147222,-0.0377294966,-0.018603981,-0.0284851153
2017-10-01 09:00:00,0.09803,,,0.1227917315,0.1149909954,0.1101586806,0.1009605556,-0.0378669976,-0.0186451084,-0.0285052903
2017-10-01 09:15:00,0.09803,,,0.1227820787,0.1149766134,0.1101344692,0.1009063889,-0.0380046026,-0.0186862499,-0.0285254693
2017-10-01 09:30:00,0.09803,,,0.1227724259,0.1149622315,0.1101102579,0.1008522222,-0.0381423118,-0.0187274056,-0.0285456524
2017-10-01 09:45:00,0.09803,,,0.1227627731,0.1149478495,0.1100860466,0.1007980556,-0.0382801252,-0.0187685756,-0.0285658397
2017-10-01 10:00:00,0.09803,,,0.1227531204,0.1149334676,0.1100618353,0.1007438889,-0.038418043,-0.0188097597,-0.0285860311
2017-10-01 10:15:00,0.09803,,,0.1227434676,0.1149190856,0.110037624,0.1006897222,-0.0385560654,-0.0188509581,-0.0286062265
2017-10-01 10:30:00,0.09803,,,0.1227338148,0.1149047037,0.1100134127,0.1006355556,-0.0386941925,-0.0188921707,-0.0286264261
2017-10-01 10:45:00,0.09803,,,0.122724162,0.1148903218,0.1099892014,0.1005813889,-0.0388324243,-0.0189333975,-0.0286466298
2017-10-01 11:00:00,0.09803,,,0.1227145093,0.1148759398,0.1099649901,0.1005272222,-0.038970761,-0.0189746386,-0.0286668377
2017-10-01 11:15:00,0.09803,,,0.1227048565,0.1148615579,0.1099407788,0.1004730556,-0.0391092028,-0.0190158939,-0.0286870496
2017-10-01 11:30:00,0.09803,,,0.1226952037,0.1148471759,0.1099165675,0.1004188889,-0.0392477497,-0.0190571634,-0.0287072657
2017-10-01 11:45:00,0.09803,,,0.1226855509,0.114832794,0.1098923562,0.1003647222,-0.0393864019,-0.0190984473,-0.0287274859
2017-10-01 12:00:00,0.0979,,,0.1226753449,0.1148185185,0.109867629,0.1003102083,-0.0395246237,-0.0191421873,-0.0287453489
2017-10-01 12:15:00,0.0979,,,0.1226648623,0.1148042963,0.1098426438,0.1002555208,-0.039662684,-0.0191871639,-0.0287620348
2017-10-01 12:30:00,0.0979,,,0.1226543796,0.1147900741,0.1098176587,0.1002008333,-0.039800851,-0.0192321562,-0.0287787242
2017-10-01 12:45:00,0.0979,,,0.122643897,0.1147758519,0.1097926736,0.1001461458,-0.0399391249,-0.0192771644,-0.0287954171
2017-10-01 13:00:00,0.0979,,,0.1226334144,0.1147616296,0.1097676885,0.1000914583,-0.0400775058,-0.0193221884,-0.0288121135
2017-10-01 13:15:00,0.0979,,,0.1226229317,0.1147474074,0.1097427034,0.1000367708,-0.0402159939,-0.0193672282,-0.0288288134
2017-10-01 13:30:00,0.0979,,,0.1226124491,0.1147331852,0.1097177183,0.0999820833,-0.0403545893,-0.0194122839,-0.0288455168
2017-10-01 13:45:00,0.0979,,,0.1226019664,0.114718963,0.1096927331,0.0999273958,-0.040493292,-0.0194573554,-0.0288622237
2017-10-01 14:00:00,0.0979,,,0.1225914838,0.1147047407,0.109667748,0.0998727083,-0.0406321023,-0.0195024427,-0.0288789341
2017-10-01 14:15:00,0.0979,,,0.1225810012,0.1146905185,0.1096427629,0.0998180208,-0.0407710203,-0.019547546,-0.028895648
2017-10-01 14:30:00,0.0979,,,0.1225705185,0.1146762963,0.1096177778,0.0997633333,-0.0409100461,-0.0195926651,-0.0289123654
2017-10-01 14:45:00,0.0979,,,0.1225600359,0.1146620741,0.1095927927,0.0997086458,-0.0410491798,-0.0196378,-0.0289290863
2017-10-01 15:00:00,0.0979,,,0.1225495532,0.1146478519,0.1095678075,0.0996539583,-0.0411884216,-0.0196829509,-0.0289458107
2017-10-01 15:15:00,0.0979,,,0.1225390706,0.1146336296,0.1095428224,0.0995992708,-0.0413277716,-0.0197281177,-0.0289625386
2017-10-01 15:30:00,0.0979,,,0.122528588,0.1146194074,0.1095178373,0.0995445833,-0.0414672299,-0.0197733004,-0.02897927
2017-10-01 15:45:00,0.0979,,,0.1225181053,0.1146051852,0.1094928522,0.0994898958,-0.0416067967,-0.019818499,-0.0289960049
2017-10-01 16:00:00,0.09812,,,0.1225070949,0.1145920093,0.1094678869,0.0994455556,-0.0417013582,-0.0198676002,-0.0290069069
2017-10-01 16:15:00,0.09812,,,0.1224958206,0.1145793565,0.1094429315,0.0994063889,-0.0417734217,-0.0199186618,-0.0290148927
2017-10-01 16:30:00,0.09812,,,0.1224845463,0.1145667037,0.1094179762,0.0993672222,-0.04184553,-0.0199697407,-0.0290228801
2017-10-01 16:45:00,0.09812,,,0.122473272,0.1145540509,0.1093930208,0.0993280556,-0.0419176832,-0.0200208369,-0.0290308691
2017-10-01 17:00:00,0.09812,,,0.1224619977,0.1145413981,0.1093680655,0.0992888889,-0.0419898813,-0.0200719504,-0.0290388597
2017-10-01 17:15:00,0.09812,,,0.1224507234,0.1145287454,0.1093431101,0.0992497222,-0.0420621244,-0.0201230812,-0.029046852
2017-10-01 17:30:00,0.09812,,,0.1224394491,0.1145160926,0.1093181548,0.0992105556,-0.0421344125,-0.0201742293,-0.0290548458
2017-10-01 17:45:00,0.09812,,,0.1224281748,0.1145034398,0.1092931994,0.0991713889,-0.0422067456,-0.0202253947,-0.0290628413
2017-10-01 18:00:00,0.09812,,,0.1224169005,0.114490787,0.109268244,0.0991322222,-0.0422791239,-0.0202765775,-0.0290708384
2017-10-01 18:15:00,0.09812,,,0.1224056262,0.1144781343,0.1092432887,0.0990930556,-0.0423515473,-0.0203277776,-0.0290788371
2017-10-01 18:30:00,0.09812,,,0.1223943519,0.1144654815,0.1092183333,0.0990538889,-0.0424240159,-0.0203789951,-0.0290868375
2017-10-01 18:45:00,0.09812,,,0.1223830775,0.1144528287,0.109193378,0.0990147222,-0.0424965297,-0.02043023,-0.0290948394
2017-10-01 19:00:00,0.09812,,,0.1223718032,0.1144401759,0.1091684226,0.0989755556,-0.0425690887,-0.0204814822,-0.029102843
2017-10-01 19:15:00,0.09812,,,0.1223605289,0.1144275231,0.1091434673,0.0989363889,-0.0426416931,-0.0205327518,-0.0291108482
2017-10-01 19:30:00,0.09812,,,0.1223492546,0.1144148704,0.1091185119,0.0988972222,-0.0427143429,-0.0205840388,-0.0291188551
2017-10-01 19:45:00,0.09812,,,0.1223379803,0.1144022176,0.1090935565,0.0988580556,-0.042787038,-0.0206353433,-0.0291268635
2017-10-01 20:00:00,0.095,,,0.1223265833,0.1143863935,0.1090658929,0.0988102778,-0.0428868422,-0.0206854091,-0.0291464786
2017-10-01 20:15:00,0.095,,,0.122315125,0.1143689838,0.109036875,0.0987581944,-0.0430002581,-0.0207348669,-0.0291719014
2017-10-01 20:30:00,0.095,,,0.1223036667,0.1143515741,0.1090078571,0.0987061111,-0.0431137642,-0.0207843455,-0.0291973305
2017-10-01 20:45:00,0.095,,,0.1222922083,0.1143341644,0.1089788393,0.0986540278,-0.0432273603,-0.0208338447,-0.0292227658
2017-10-01 21:00:00,0.095,,,0.12228075,0.1143167546,0.1089498214,0.0986019444,-0.0433410467,-0.0208833647,-0.0292482074
2017-10-01 21:15:00,0.095,,,0.1222692917,0.1142993449,0.1089208036,0.0985498611,-0.0434548235,-0.0209329053,-0.0292736552
2017-10-01 21:30:00,0.095,,,0.1222578333,0.1142819352,0.1088917857,0.0984977778,-0.0435686908,-0.0209824668,-0.0292991093
2017-10-01 21:45:00,0.095,,,0.122246375,0.1142645255,0.1088627679,0.0984456944,-0.0436826486,-0.021032049,-0.0293245696
2017-10-01 22:00:00,0.095,,,0.1222349167,0.1142471157,0.10883375,0.0983936111,-0.0437966972,-0.021081652,-0.0293500362
2017-10-01 22:15:00,0.095,,,0.1222234583,0.114229706,0.1088047321,0.0983415278,-0.0439108365,-0.0211312757,-0.0293755091
2017-10-01 22:30:00,0.095,,,0.122212,0.1142122963,0.1087757143,0.0982894444,-0.0440250668,-0.0211809203,-0.0294009883
2017-10-01 22:45:00,0.095,,,0.1222005417,0.1141948866,0.1087466964,0.0982373611,-0.0441393882,-0.0212305857,-0.0294264737
2017-10-01 23:00:00,0.095,,,0.1221890833,0.1141774769,0.1087176786,0.0981852778,-0.0442538007,-0.0212802719,-0.0294519654
2017-10-01 23:15:00,0.095,,,0.122177625,0.1141600671,0.1086886607,0.0981331944,-0.0443683044,-0.0213299789,-0.0294774634
2017-10-01 23:30:00,0.095,,,0.1221661667,0.1141426574,0.1086596429,0.0980811111,-0.0444828995,-0.0213797069,-0.0295029677
2017-10-01 23:45:00,0.095,,,0.1221547083,0.1141252477,0.108630625,0.0980290278,-0.0445975862,-0.0214294556,-0.0295284782
2017-10-02 00:00:00,0.09537,,,0.1221434236,0.1141081435,0.1086025595,0.0979805556,-0.0447001657,-0.0214765796,-0.0295534494
2017-10-02 00:15:00,0.09537,,,0.1221322257,0.1140911921,0.1085749702,0.0979338889,-0.0447967212,-0.0215223998,-0.0295781538
2017-10-02 00:30:00,0.09537,,,0.1221210278,0.1140742407,0.108547381,0.0978872222,-0.0448933472,-0.0215682384,-0.029602864
2017-10-02 00:45:00,0.09537,,,0.1221098299,0.1140572894,0.1085197917,0.0978405556,-0.0449900439,-0.0216140954,-0.0296275803
2017-10-02 01:00:00,0.09537,,,0.1220986319,0.114040338,0.1084922024,0.0977938889,-0.0450868113,-0.0216599709,-0.0296523024
2017-10-02 01:15:00,0.09537,,,0.122087434,0.1140233866,0.1084646131,0.0977472222,-0.0451836496,-0.021705865,-0.0296770306
2017-10-02 01:30:00,0.09537,,,0.1220762361,0.1140064352,0.1084370238,0.0977005556,-0.0452805587,-0.0217517775,-0.0297017646
2017-10-02 01:45:00,0.09537,,,0.1220650382,0.1139894838,0.1084094345,0.0976538889,-0.0453775388,-0.0217977085,-0.0297265046
2017-10-02 02:00:00,0.09537,,,0.1220538403,0.1139725324,0.1083818452,0.0976072222,-0.0454745899,-0.0218436581,-0.0297512506
2017-10-02 02:15:00,0.09537,,,0.1220426424,0.113955581,0.108354256,0.0975605556,-0.0455717122,-0.0218896262,-0.0297760025
