"close, x; MA180, x; MA90, x; MA30, x; MA15, x; MA7, x; MA1, x; log_MA1/7, x; log_MA7/15, x; log_MA15/30, x","close, y","MA180, y","MA90, y","MA30, y","MA15, y","MA7, y","MA1, y","log_MA1/7, y","log_MA7/15, y","log_MA15/30, y","close (1), x; MA30 (1), x; MA15 (1), x; MA7 (1), x; MA1 (1), x","close (1), y","MA30 (1), y","MA15 (1), y","MA7 (1), y","MA1 (1), y"
e69800,8b9416,c2425e,b68d51,d87d24,09ec4f,4e2079,4d2097,fda278,446dd2,4dc260,2e5982,f587d7,a93f1d,85a169,e0c0c4,b016a0
2017-10-01 00:00:00,3625.0,2365.4903231093,2986.8641010801,3456.9203819442,3286.5786342587,3395.8907986113,3625.0878472223,0.028364819,0.0142096884,-0.0219453496,2017-10-29 15:45:00,,,,,
2017-10-01 00:15:00,3625.0,2365.613794367,2986.9967206788,3456.8118749997,3286.8194907402,3396.4673115082,3625.8256944445,0.0283794828,0.014251585,-0.0218998917,2017-10-29 16:00:00,150540669833.0,,,,
2017-10-01 00:30:00,3625.0,2365.7619598762,2987.1558641974,3456.6816666664,3287.108518518,3397.1591269844,3626.7111111112,0.0283970723,0.0143018478,-0.0218453445,2017-10-29 16:15:00,150540669833.0,,,,
2017-10-01 00:45:00,3625.0,2365.9101253855,2987.3150077159,3456.5514583331,3287.3975462958,3397.8509424605,3627.5965277778,0.028414654,0.014352096,-0.0217908001,2017-10-29 16:30:00,150540669833.0,,,,
2017-10-01 01:00:00,3625.0,2366.0582908948,2987.4741512344,3456.4212499997,3287.6865740736,3398.5427579367,3628.4819444445,0.0284322278,0.0144023296,-0.0217362585,2017-10-29 16:45:00,150540669833.0,,,,
2017-10-01 01:15:00,3625.0,2366.206456404,2987.6332947529,3456.2910416664,3287.9756018513,3399.2345734129,3629.3673611112,0.0284497937,0.0144525485,-0.0216817196,2017-10-29 17:00:00,150540669833.0,,,,
2017-10-01 01:30:00,3625.0,2366.3546219133,2987.7924382714,3456.1608333331,3288.2646296291,3399.9263888891,3630.2527777778,0.0284673518,0.0145027528,-0.0216271834,2017-10-29 17:15:00,150540669833.0,,,,
2017-10-01 01:45:00,3625.0,2366.5027874225,2987.95158179,3456.0306249997,3288.5536574069,3400.6182043653,3631.1381944445,0.028484902,0.0145529425,-0.02157265,2017-10-29 17:30:00,150540669833.0,,,,
2017-10-01 02:00:00,3625.0,2366.6509529318,2988.1107253085,3455.9004166664,3288.8426851847,3401.3100198415,3632.0236111112,0.0285024444,0.0146031175,-0.0215181193,2017-10-29 17:45:00,150540669833.0,,,,
2017-10-01 02:15:00,3625.0,2366.7991184411,2988.269868827,3455.7702083331,3289.1317129624,3402.0018353177,3632.9090277778,0.0285199789,0.0146532779,-0.0214635913,2017-10-29 18:00:00,150540669833.0,,,,
2017-10-01 02:30:00,3625.0,2366.9472839503,2988.4290123455,3455.6399999997,3289.4207407402,3402.6936507939,3633.7944444445,0.0285375056,0.0147034237,-0.0214090661,2017-10-29 18:15:00,150540669833.0,,,,
2017-10-01 02:45:00,3625.0,2367.0954494596,2988.588155864,3455.5097916664,3289.709768518,3403.3854662701,3634.6798611112,0.0285550244,0.014753555,-0.0213545436,2017-10-29 18:30:00,150540669833.0,,,,
2017-10-01 03:00:00,3625.0,2367.2436149688,2988.7472993825,3455.3795833331,3289.9987962958,3404.0772817463,3635.5652777778,0.0285725355,0.0148036716,-0.0213000239,2017-10-29 18:45:00,150540669833.0,,,,
2017-10-01 03:15:00,3625.0,2367.3917804781,2988.9064429011,3455.2493749997,3290.2878240736,3404.7690972225,3636.4506944445,0.0285900387,0.0148537736,-0.0212455069,2017-10-29 19:00:00,150540669833.0,,,,
2017-10-01 03:30:00,3625.0,2367.5399459873,2989.0655864196,3455.1191666664,3290.5768518513,3405.4609126986,3637.3361111112,0.0286075341,0.0149038611,-0.0211909926,2017-10-29 19:15:00,150540669833.0,,,,
2017-10-01 03:45:00,3625.0,2367.6881114966,2989.2247299381,3454.9889583331,3290.8658796291,3406.1527281748,3638.2215277778,0.0286250217,0.014953934,-0.021136481,2017-10-29 19:30:00,150540669833.0,,,,
2017-10-01 04:00:00,3649.8,2367.837233796,2989.3857870369,3454.8623148145,3291.1406481476,3406.9521825399,3638.7236111112,0.0285830316,0.0150195948,-0.021084302,2017-10-29 19:45:00,150540669833.0,,,,
2017-10-01 04:15:00,3649.8,2367.9868344904,2989.5478009258,3454.7374537034,3291.4082870365,3407.8054563494,3639.0340277778,0.0285113235,0.0150930348,-0.0210332901,2017-10-29 20:00:00,150540669833.0,,,,
2017-10-01 04:30:00,3649.8,2368.1364351849,2989.7098148146,3454.6125925923,3291.6759259254,3408.658730159,3639.3444444445,0.0284396396,0.0151664504,-0.0209822806,2017-10-29 20:15:00,150540669833.0,,,,
2017-10-01 04:45:00,3649.8,2368.2860358793,2989.8718287035,3454.4877314812,3291.9435648143,3409.5120039685,3639.6548611112,0.0283679797,0.0152398416,-0.0209312734,2017-10-29 20:30:00,150540669833.0,,,,
2017-10-01 05:00:00,3649.8,2368.4356365738,2990.0338425924,3454.3628703701,3292.2112037032,3410.365277778,3639.9652777778,0.0282963438,0.0153132085,-0.0208802685,2017-10-29 20:45:00,150540669833.0,,,,
2017-10-01 05:15:00,3649.8,2368.5852372682,2990.1958564813,3454.238009259,3292.4788425921,3411.2185515875,3640.2756944445,0.028224732,0.0153865511,-0.0208292659,2017-10-29 21:00:00,150540669833.0,,,,
2017-10-01 05:30:00,3649.8,2368.7348379627,2990.3578703702,3454.1131481479,3292.746481481,3412.0718253971,3640.5861111112,0.0281531442,0.0154598694,-0.0207782656,2017-10-29 21:15:00,150540669833.0,,,,
2017-10-01 05:45:00,3649.8,2368.8844386571,2990.5198842591,3453.9882870368,3293.0141203698,3412.9250992066,3640.8965277778,0.0280815803,0.0155331634,-0.0207272676,2017-10-29 21:30:00,150540669833.0,,,,
2017-10-01 06:00:00,3649.8,2369.0340393515,2990.681898148,3453.8634259257,3293.2817592587,3413.7783730161,3641.2069444445,0.0280100405,0.0156064331,-0.0206762719,2017-10-29 21:45:00,150540669833.0,,,,
2017-10-01 06:15:00,3649.8,2369.183640046,2990.8439120369,3453.7385648145,3293.5493981476,3414.6316468256,3641.5173611112,0.0279385246,0.0156796786,-0.0206252785,2017-10-29 22:00:00,150540669833.0,,,,
2017-10-01 06:30:00,3649.8,2369.3332407404,2991.0059259258,3453.6137037034,3293.8170370365,3415.4849206351,3641.8277777778,0.0278670328,0.0157528998,-0.0205742874,2017-10-29 22:15:00,150540669833.0,,,,
2017-10-01 06:45:00,3649.8,2369.4828414349,2991.1679398146,3453.4888425923,3294.0846759254,3416.3381944447,3642.1381944445,0.0277955648,0.0158260968,-0.0205232986,2017-10-29 22:30:00,150540669833.0,,,,
2017-10-01 07:00:00,3649.8,2369.6324421293,2991.3299537035,3453.3639814812,3294.3523148143,3417.1914682542,3642.4486111112,0.0277241208,0.0158992695,-0.0204723121,2017-10-29 22:45:00,150540669833.0,,,,
2017-10-01 07:15:00,3649.8,2369.7820428238,2991.4919675924,3453.2391203701,3294.6199537032,3418.0447420637,3642.7590277779,0.0276527007,0.015972418,-0.0204213279,2017-10-29 23:00:00,150540669833.0,,,,
2017-10-01 07:30:00,3649.8,2369.9316435182,2991.6539814813,3453.114259259,3294.8875925921,3418.8980158732,3643.0694444445,0.0275813046,0.0160455424,-0.020370346,2017-10-29 23:15:00,150540669833.0,,,,
2017-10-01 07:45:00,3649.8,2370.0812442126,2991.8159953702,3452.9893981479,3295.155231481,3419.7512896828,3643.3798611112,0.0275099323,0.0161186425,-0.0203193664,2017-10-29 23:30:00,150540669833.0,,,,
2017-10-01 08:00:00,3641.0,2370.2305054009,2991.9773302467,3452.8485185183,3295.4807407402,3420.5815476193,3643.6583333334,0.0274376986,0.0161811699,-0.0202587479,2017-10-29 23:45:00,150540669833.0,,,,
2017-10-01 08:15:00,3641.0,2370.3795968361,2992.1383256171,3452.6996296294,3295.8351851847,3421.4002976193,3643.9208333334,0.0273650451,0.0162384023,-0.0201933125,2017-10-30 00:00:00,150540669833.0,,,,
2017-10-01 08:30:00,3641.0,2370.5286882713,2992.2993209875,3452.5507407405,3296.1896296291,3422.2190476193,3644.1833333334,0.0272924142,0.0162956148,-0.0201278814,2017-10-30 00:15:00,150540669833.0,,,,
2017-10-01 08:45:00,3641.0,2370.6777797065,2992.4603163578,3452.4018518516,3296.5440740736,3423.0377976193,3644.4458333334,0.0272198059,0.0163528074,-0.0200624545,2017-10-30 00:30:00,150540669833.0,,,,
2017-10-01 09:00:00,3641.0,2370.8268711417,2992.6213117282,3452.2529629627,3296.898518518,3423.8565476193,3644.7083333334,0.0271472202,0.0164099803,-0.0199970318,2017-10-30 00:45:00,150540669833.0,,,,
2017-10-01 09:15:00,3641.0,2370.9759625768,2992.7823070986,3452.1040740738,3297.2529629624,3424.6752976193,3644.9708333334,0.0270746571,0.0164671333,-0.0199316133,2017-10-30 01:00:00,150540669833.0,,,,
2017-10-01 09:30:00,3641.0,2371.125054012,2992.943302469,3451.9551851849,3297.6074074069,3425.4940476193,3645.2333333334,0.0270021166,0.0165242665,-0.019866199,2017-10-30 01:15:00,150540669833.0,,,,
2017-10-01 09:45:00,3641.0,2371.2741454472,2993.1042978393,3451.806296296,3297.9618518513,3426.3127976193,3645.4958333334,0.0269295986,0.0165813799,-0.019800789,2017-10-30 01:30:00,150540669833.0,,,,
2017-10-01 10:00:00,3641.0,2371.4232368824,2993.2652932097,3451.6574074071,3298.3162962958,3427.1315476193,3645.7583333334,0.0268571032,0.0166384735,-0.0197353831,2017-10-30 01:45:00,150540669833.0,,,,
2017-10-01 10:15:00,3641.0,2371.5723283176,2993.4262885801,3451.5085185183,3298.6707407402,3427.9502976193,3646.0208333334,0.0267846303,0.0166955474,-0.0196699815,2017-10-30 02:00:00,150540669833.0,,,,
2017-10-01 10:30:00,3641.0,2371.7214197528,2993.5872839504,3451.3596296294,3299.0251851847,3428.7690476193,3646.2833333334,0.02671218,0.0167526015,-0.019604584,2017-10-30 02:15:00,150540669833.0,,,,
2017-10-01 10:45:00,3641.0,2371.870511188,2993.7482793208,3451.2107407405,3299.3796296291,3429.5877976193,3646.5458333334,0.0266397521,0.0168096358,-0.0195391908,2017-10-30 02:30:00,150540669833.0,,,,
2017-10-01 11:00:00,3641.0,2372.0196026231,2993.9092746912,3451.0618518516,3299.7340740736,3430.4065476193,3646.8083333334,0.0265673468,0.0168666504,-0.0194738017,2017-10-30 02:45:00,150540669833.0,,,,
2017-10-01 11:15:00,3641.0,2372.1686940583,2994.0702700616,3450.9129629627,3300.088518518,3431.2252976193,3647.0708333334,0.0264949639,0.0169236453,-0.0194084169,2017-10-30 03:00:00,150540669833.0,,,,
2017-10-01 11:30:00,3641.0,2372.3177854935,2994.2312654319,3450.7640740738,3300.4429629624,3432.0440476193,3647.3333333334,0.0264226035,0.0169806205,-0.0193430363,2017-10-30 03:15:00,150540669833.0,,,,
2017-10-01 11:45:00,3641.0,2372.4668769287,2994.3922608023,3450.6151851849,3300.7974074069,3432.8627976193,3647.5958333334,0.0263502656,0.0170375759,-0.0192776598,2017-10-30 03:30:00,150540669833.0,,,,
2017-10-01 12:00:00,3627.9,2372.6154629626,2994.5522453702,3450.4593749997,3301.1957407402,3433.6539682542,3647.4687500001,0.0262350541,0.0170852497,-0.0192056426,2017-10-30 03:45:00,150540669833.0,,,,
2017-10-01 12:15:00,3627.9,2372.763796296,2994.7117245369,3450.3001041664,3301.616018518,3434.4313492066,3647.1468750001,0.0260984142,0.0171282762,-0.0191303086,2017-10-30 04:00:00,150540669833.0,,,,
2017-10-01 12:30:00,3627.9,2372.9121296293,2994.8712037035,3450.1408333331,3302.0362962958,3435.208730159,3646.8250000001,0.0259617932,0.0171712875,-0.0190549806,2017-10-30 04:15:00,150540669833.0,,,,
2017-10-01 12:45:00,3627.9,2373.0604629626,2995.0306828702,3449.9815624997,3302.4565740736,3435.9861111113,3646.5031250001,0.0258251911,0.0172142836,-0.0189796588,2017-10-30 04:30:00,150540669833.0,,,,
2017-10-01 13:00:00,3627.9,2373.208796296,2995.1901620369,3449.8222916664,3302.8768518513,3436.7634920637,3646.1812500001,0.0256886078,0.0172572645,-0.0189043431,2017-10-30 04:45:00,150540669833.0,,,,
2017-10-01 13:15:00,3627.9,2373.3571296293,2995.3496412035,3449.6630208331,3303.2971296291,3437.5408730161,3645.8593750001,0.0255520434,0.0173002302,-0.0188290335,2017-10-30 05:00:00,150540669833.0,,,,
2017-10-01 13:30:00,3627.9,2373.5054629626,2995.5091203702,3449.5037499997,3303.7174074069,3438.3182539685,3645.5375000001,0.0254154978,0.0173431807,-0.01875373,2017-10-30 05:15:00,150540669833.0,,,,
2017-10-01 13:45:00,3627.9,2373.653796296,2995.6685995369,3449.3444791664,3304.1376851847,3439.0956349209,3645.2156250001,0.025278971,0.017386116,-0.0186784326,2017-10-30 05:30:00,150540669833.0,,,,
2017-10-01 14:00:00,3627.9,2373.8021296293,2995.8280787035,3449.1852083331,3304.5579629625,3439.8730158732,3644.8937500001,0.025142463,0.0174290362,-0.0186031413,2017-10-30 05:45:00,150540669833.0,,,,
2017-10-01 14:15:00,3627.9,2373.9504629626,2995.9875578702,3449.0259374997,3304.9782407402,3440.6503968256,3644.5718750001,0.0250059737,0.0174719413,-0.0185278561,2017-10-30 06:00:00,150540669833.0,,,,
2017-10-01 14:30:00,3627.9,2374.098796296,2996.1470370369,3448.8666666664,3305.398518518,3441.427777778,3644.2500000001,0.0248695033,0.0175148312,-0.018452577,2017-10-30 06:15:00,150540669833.0,,,,
2017-10-01 14:45:00,3627.9,2374.2471296293,2996.3065162035,3448.7073958331,3305.8187962958,3442.2051587304,3643.9281250001,0.0247330517,0.0175577059,-0.018377304,2017-10-30 06:30:00,150540669833.0,,,,
2017-10-01 15:00:00,3627.9,2374.3954629626,2996.4659953702,3448.5481249997,3306.2390740736,3442.9825396828,3643.60625,0.0245966188,0.0176005655,-0.018302037,2017-10-30 06:45:00,150540669833.0,,,,
2017-10-01 15:15:00,3627.9,2374.543796296,2996.6254745369,3448.3888541664,3306.6593518513,3443.7599206352,3643.284375,0.0244602046,0.01764341,-0.0182267762,2017-10-30 07:00:00,150540669833.0,,,,
