"close, x; MA180, x; MA90, x; MA30, x; MA15, x; MA7, x; MA1, x; log_MA1/7, x; log_MA7/15, x; log_MA15/30, x","close, y","MA180, y","MA90, y","MA30, y","MA15, y","MA7, y","MA1, y","log_MA1/7, y","log_MA7/15, y","log_MA15/30, y"
a340a0,77cf88,6567c4,b071ab,75d317,489a56,e0d60c,b80264,4720bb,89175d,4c2006
2017-10-01 00:00:00,0.07614,,0.0727353922,0.081028717,0.0856703044,0.0844793874,0.0769556944,-0.0405099947,-0.0060795546,0.0241913475
2017-10-01 00:15:00,0.07614,,0.072735914,0.0810272674,0.0856691644,0.0844590129,0.0769313889,-0.0405424292,-0.0061785306,0.0241933381
2017-10-01 00:30:00,0.07614,,0.0727365401,0.0810255278,0.0856677963,0.0844345635,0.0769022222,-0.0405813738,-0.0062973342,0.0241957267
2017-10-01 00:45:00,0.07614,,0.0727371663,0.0810237882,0.0856664282,0.0844101141,0.0768730556,-0.0406203444,-0.006416174,0.0241981155
2017-10-01 01:00:00,0.07614,,0.0727377924,0.0810220486,0.0856650602,0.0843856647,0.0768438889,-0.0406593412,-0.0065350501,0.0242005044
2017-10-01 01:15:00,0.07614,,0.0727384186,0.081020309,0.0856636921,0.0843612153,0.0768147222,-0.040698364,-0.0066539626,0.0242028933
2017-10-01 01:30:00,0.07614,,0.0727390448,0.0810185694,0.0856623241,0.0843367659,0.0767855556,-0.0407374129,-0.0067729115,0.0242052824
2017-10-01 01:45:00,0.07614,,0.0727396709,0.0810168299,0.085660956,0.0843123165,0.0767563889,-0.0407764881,-0.0068918967,0.0242076715
2017-10-01 02:00:00,0.07614,,0.0727402971,0.0810150903,0.085659588,0.0842878671,0.0767272222,-0.0408155894,-0.0070109184,0.0242100608
2017-10-01 02:15:00,0.07614,,0.0727409232,0.0810133507,0.0856582199,0.0842634177,0.0766980556,-0.0408547169,-0.0071299765,0.0242124501
2017-10-01 02:30:00,0.07614,,0.0727415494,0.0810116111,0.0856568519,0.0842389683,0.0766688889,-0.0408938706,-0.007249071,0.0242148395
2017-10-01 02:45:00,0.07614,,0.0727421755,0.0810098715,0.0856554838,0.0842145188,0.0766397222,-0.0409330507,-0.0073682021,0.024217229
2017-10-01 03:00:00,0.07614,,0.0727428017,0.0810081319,0.0856541157,0.0841900694,0.0766105556,-0.040972257,-0.0074873696,0.0242196185
2017-10-01 03:15:00,0.07614,,0.0727434279,0.0810063924,0.0856527477,0.08416562,0.0765813889,-0.0410114897,-0.0076065736,0.0242220082
2017-10-01 03:30:00,0.07614,,0.072744054,0.0810046528,0.0856513796,0.0841411706,0.0765522222,-0.0410507486,-0.0077258142,0.024224398
2017-10-01 03:45:00,0.07614,,0.0727446802,0.0810029132,0.0856500116,0.0841167212,0.0765230556,-0.041090034,-0.0078450913,0.0242267878
2017-10-01 04:00:00,0.07563,,0.072745267,0.0810009514,0.0856485463,0.0840906548,0.0764995139,-0.0410890581,-0.0079722637,0.0242298763
2017-10-01 04:15:00,0.07563,,0.0727458341,0.0809988785,0.0856470324,0.0840637798,0.0764787847,-0.0410679346,-0.008103408,0.0242333141
2017-10-01 04:30:00,0.07563,,0.0727464012,0.0809968056,0.0856455185,0.0840369048,0.0764580556,-0.0410467986,-0.0082345965,0.024236752
2017-10-01 04:45:00,0.07563,,0.0727469684,0.0809947326,0.0856440046,0.0840100298,0.0764373264,-0.0410256501,-0.0083658294,0.0242401901
2017-10-01 05:00:00,0.07563,,0.0727475355,0.0809926597,0.0856424907,0.0839831548,0.0764165972,-0.0410044891,-0.0084971065,0.0242436284
2017-10-01 05:15:00,0.07563,,0.0727481026,0.0809905868,0.0856409769,0.0839562798,0.0763958681,-0.0409833156,-0.008628428,0.0242470668
