x (1),y (1)
2346c3,6e422f
2017-12-17 21:15:07,0.1
2017-12-17 21:30:08,0.1
2017-12-17 21:45:08,0.1
2017-12-17 22:00:11,0.1
2017-12-17 22:15:06,0.1
2017-12-17 22:30:09,0.1
2017-12-17 22:45:07,0.1
2017-12-17 23:00:07,0.1
2017-12-17 23:15:07,0.1
2017-12-17 23:30:07,0.1
2017-12-17 23:45:06,0.1
2017-12-18 00:00:10,0.1
2017-12-18 00:15:08,0.1
2017-12-18 00:30:07,0.1
2017-12-18 00:45:08,0.1
2017-12-18 01:00:09,0.1
2017-12-18 01:15:07,0.1
2017-12-18 01:30:10,0.1
2017-12-18 01:45:09,0.1
2017-12-18 02:00:09,0.1
2017-12-18 02:30:08,0.1
2017-12-18 02:45:07,0.1
2017-12-18 03:00:08,0.1
2017-12-18 03:30:08,0.1
2017-12-18 03:45:07,0.1
2017-12-18 04:00:09,0.1
2017-12-18 04:15:11,0.1
2017-12-18 04:30:07,0.1
2017-12-18 04:45:07,0.1
2017-12-18 05:00:08,0.1
2017-12-18 05:15:07,0.1
2017-12-18 05:30:07,0.1
2017-12-18 05:45:07,0.1
2017-12-18 06:00:08,0.1
2017-12-18 06:15:06,0.1
2017-12-18 06:30:07,0.1
2017-12-18 06:45:06,0.1
2017-12-18 07:00:07,0.1
2017-12-18 07:15:24,5
2017-12-18 07:30:25,10
2017-12-18 07:45:24,10
2017-12-18 08:00:26,11
2017-12-18 08:15:24,11
2017-12-18 08:30:25,11
2017-12-18 08:45:29,11
2017-12-18 09:00:25,11
2017-12-18 09:15:27,11
2017-12-18 09:30:25,11
2017-12-18 09:45:29,11
2017-12-18 10:00:30,11
2017-12-18 10:15:26,11
2017-12-18 10:30:28,11
2017-12-18 10:45:27,11
2017-12-18 11:00:26,11
2017-12-18 11:15:26,11
2017-12-18 11:30:27,11
2017-12-18 11:45:26,11
2017-12-18 12:00:26,11
2017-12-18 12:15:26,11
2017-12-18 12:30:29,11
2017-12-18 12:45:25,11
2017-12-18 13:00:24,11
2017-12-18 13:15:27,11
2017-12-18 13:30:27,11
2017-12-18 13:45:30,11
2017-12-18 14:00:27,11
2017-12-18 14:15:24,12
2017-12-18 14:30:25,11
2017-12-18 14:45:25,9
2017-12-18 15:00:24,9
2017-12-18 15:15:26,9
2017-12-18 15:30:24,10
2017-12-18 15:45:26,11
2017-12-18 16:00:27,11
2017-12-18 16:15:26,11
2017-12-18 16:25:26,11
2017-12-18 16:30:26,10
2017-12-18 16:35:24,10
2017-12-18 16:40:25,10
2017-12-18 16:45:25,10
2017-12-18 16:50:25,10
2017-12-18 16:55:25,10
2017-12-18 17:00:24,10
2017-12-18 17:05:24,8
2017-12-18 17:15:07,0.1
2017-12-18 17:30:07,0.1
2017-12-18 17:45:08,0.1
2017-12-18 18:00:08,0.1
2017-12-18 18:15:06,0.1
2017-12-18 18:30:09,0.1
2017-12-18 18:45:07,0.1
2017-12-18 19:00:07,0.1
2017-12-18 19:30:06,0.1
2017-12-18 19:45:07,0.1
2017-12-18 20:00:07,0.1
2017-12-18 20:15:07,0.1
2017-12-18 20:30:06,0.1
2017-12-18 20:45:08,0.1
2017-12-18 21:00:08,0.1
2017-12-18 21:15:07,0.1
2017-12-18 21:30:07,0.1
2017-12-18 21:45:08,0.1
2017-12-18 22:00:08,0.1
2017-12-18 22:15:07,0.1
2017-12-18 22:30:06,0.1
2017-12-18 22:45:07,0.1
2017-12-18 23:00:07,0.1
2017-12-18 23:15:07,0.1
2017-12-18 23:30:08,0.1
2017-12-18 23:45:07,0.1
2017-12-19 00:00:11,0.1
2017-12-19 00:15:11,0.1
2017-12-19 00:30:06,0.1
2017-12-19 00:45:06,0.1
2017-12-19 01:00:39,0.1
2017-12-19 01:15:09,0.1
2017-12-19 01:30:10,0.1
2017-12-19 01:45:11,0.1
2017-12-19 02:00:09,0.1
2017-12-19 02:15:08,0.1
2017-12-19 02:30:11,0.1
2017-12-19 02:45:08,0.1
2017-12-19 03:15:11,0.1
2017-12-19 03:45:11,0.1
2017-12-19 04:00:10,0.1
2017-12-19 04:15:07,0.1
2017-12-19 04:30:08,0.1
2017-12-19 04:45:07,0.1
2017-12-19 05:00:07,0.1
2017-12-19 05:15:08,0.1
2017-12-19 05:30:08,0.1
2017-12-19 05:45:07,0.1
2017-12-19 06:00:10,0.1
2017-12-19 06:15:10,0.1
2017-12-19 06:30:07,0.1
2017-12-19 06:45:10,0.1
2017-12-19 07:00:11,0.1
2017-12-19 07:15:24,4
2017-12-19 07:30:25,11
2017-12-19 07:45:26,10
2017-12-19 08:00:24,11
2017-12-19 08:15:25,11
2017-12-19 08:30:26,11
2017-12-19 08:45:26,11
2017-12-19 09:00:28,11
2017-12-19 09:15:29,10
2017-12-19 09:30:26,10
2017-12-19 09:45:25,11
2017-12-19 10:00:26,10
2017-12-19 10:15:26,11
2017-12-19 10:30:26,11
2017-12-19 10:45:27,11
2017-12-19 11:00:25,11
2017-12-19 11:15:27,11
2017-12-19 11:30:29,11
2017-12-19 11:45:27,11
2017-12-19 12:00:26,11
2017-12-19 12:15:28,11
2017-12-19 12:30:24,11
2017-12-19 12:45:24,11
2017-12-19 13:00:26,12
2017-12-19 13:15:26,12
2017-12-19 13:30:27,11
2017-12-19 13:45:26,12
2017-12-19 14:00:28,11
2017-12-19 14:15:25,10
2017-12-19 14:30:27,11
2017-12-19 14:45:23,10
2017-12-19 15:00:24,10
2017-12-19 15:15:27,10
2017-12-19 15:30:24,10
2017-12-19 15:45:24,10
2017-12-19 16:00:24,10
2017-12-19 16:15:25,10
2017-12-19 16:25:25,10
2017-12-19 16:30:24,10
2017-12-19 16:35:27,10
2017-12-19 16:40:25,10
2017-12-19 16:45:24,10
2017-12-19 16:50:24,8
2017-12-19 16:55:25,6
2017-12-19 17:00:25,3
2017-12-19 17:05:24,2
2017-12-19 17:15:07,0.1
2017-12-19 17:30:07,0.1
2017-12-19 17:45:07,0.1
2017-12-19 18:00:10,0.1
2017-12-19 18:15:06,0.1
2017-12-19 18:30:07,0.1
2017-12-19 18:45:07,0.1
2017-12-19 19:00:08,0.1
2017-12-19 19:15:09,0.1
2017-12-19 19:30:07,0.1
2017-12-19 20:00:08,0.1
2017-12-19 20:15:07,0.1
2017-12-19 20:30:07,0.1
2017-12-19 20:45:06,0.1
2017-12-19 21:00:10,0.1
2017-12-19 21:15:07,0.1
2017-12-19 21:30:07,0.1
2017-12-19 21:45:06,0.1
2017-12-19 22:00:07,0.1
2017-12-19 22:15:07,0.1
2017-12-19 22:30:07,0.1
2017-12-19 22:45:07,0.1
2017-12-19 23:00:06,0.1
2017-12-19 23:15:06,0.1
2017-12-19 23:30:07,0.1
2017-12-19 23:45:06,0.1
2017-12-20 00:00:07,0.1
2017-12-20 00:15:08,0.1
2017-12-20 00:30:08,0.1
2017-12-20 00:45:08,0.1
2017-12-20 01:00:12,0.1
2017-12-20 01:15:08,0.1
2017-12-20 01:30:10,0.1
2017-12-20 01:45:07,0.1
2017-12-20 02:00:08,0.1
2017-12-20 02:15:08,0.1
2017-12-20 02:30:07,0.1
2017-12-20 02:45:07,0.1
2017-12-20 03:00:07,0.1
2017-12-20 03:30:06,0.1
2017-12-20 04:00:09,0.1
2017-12-20 04:15:11,0.1
2017-12-20 04:30:07,0.1
2017-12-20 04:45:10,0.1
2017-12-20 05:00:11,0.1
2017-12-20 05:15:07,0.1
2017-12-20 05:30:10,0.1
2017-12-20 05:45:06,0.1
2017-12-20 06:00:08,0.1
2017-12-20 06:15:08,0.1
2017-12-20 06:30:08,0.1
2017-12-20 06:45:07,0.1
2017-12-20 07:00:11,0.1
2017-12-20 07:15:25,5
2017-12-20 07:30:26,10
2017-12-20 07:45:24,11
2017-12-20 08:00:26,10
2017-12-20 08:15:25,10
2017-12-20 08:30:29,10
2017-12-20 08:45:27,11
2017-12-20 09:00:25,10
2017-12-20 09:15:27,10
2017-12-20 09:30:26,11
2017-12-20 09:45:25,11
2017-12-20 10:00:25,11
2017-12-20 10:15:26,11
2017-12-20 10:30:27,11
2017-12-20 10:45:26,11
2017-12-20 11:00:25,11
2017-12-20 11:15:26,11
2017-12-20 11:30:24,10
2017-12-20 11:45:27,11
2017-12-20 12:00:27,11
2017-12-20 12:15:25,11
2017-12-20 12:30:28,11
2017-12-20 12:45:26,11
2017-12-20 13:00:25,11
2017-12-20 13:15:26,11
2017-12-20 13:30:27,11
2017-12-20 13:45:27,11
2017-12-20 14:00:24,11
2017-12-20 14:15:25,11
2017-12-20 14:30:25,10
2017-12-20 14:45:27,9
2017-12-20 15:00:26,7
2017-12-20 15:15:24,8
2017-12-20 15:30:24,9
2017-12-20 15:45:26,10
2017-12-20 16:00:25,11
2017-12-20 16:15:24,11
2017-12-20 16:25:25,11
2017-12-20 16:30:27,10
2017-12-20 16:35:24,10
2017-12-20 16:40:26,10
2017-12-20 16:45:26,10
2017-12-20 16:50:25,10
2017-12-20 16:55:25,10
2017-12-20 17:00:24,10
2017-12-20 17:05:25,10
2017-12-20 17:15:07,0.1
2017-12-20 17:30:06,0.1
2017-12-20 17:45:07,0.1
2017-12-20 18:00:07,0.1
2017-12-20 18:15:07,0.1
2017-12-20 18:30:07,0.1
2017-12-20 18:45:06,0.1
2017-12-20 19:00:07,0.1
2017-12-20 19:15:07,0.1
2017-12-20 19:30:08,0.1
2017-12-20 19:45:10,0.1
2017-12-20 20:15:07,0.1
2017-12-20 20:30:07,0.1
2017-12-20 20:45:07,0.1
2017-12-20 21:00:07,0.1
2017-12-20 21:15:07,0.1
2017-12-20 21:30:07,0.1
2017-12-20 21:45:09,0.1
2017-12-20 22:00:10,0.1
2017-12-20 22:15:07,0.1
2017-12-20 22:30:08,0.1
2017-12-20 22:45:06,0.1
2017-12-20 23:00:08,0.1
2017-12-20 23:15:07,0.1
2017-12-20 23:30:07,0.1
2017-12-20 23:45:11,0.1
2017-12-21 00:00:11,0.1
2017-12-21 00:15:08,0.1
2017-12-21 00:30:11,0.1
2017-12-21 00:45:11,0.1
2017-12-21 01:00:09,0.1
2017-12-21 01:15:07,0.1
2017-12-21 01:30:11,0.1
2017-12-21 01:45:08,0.1
2017-12-21 02:00:11,0.1
2017-12-21 02:15:06,0.1
2017-12-21 02:30:08,0.1
2017-12-21 02:45:09,0.1
2017-12-21 03:00:07,0.1
2017-12-21 03:15:06,0.1
2017-12-21 03:30:07,0.1
2017-12-21 04:15:07,0.1
2017-12-21 04:30:07,0.1
2017-12-21 04:45:07,0.1
2017-12-21 05:00:08,0.1
2017-12-21 05:15:06,0.1
2017-12-21 05:30:11,0.1
2017-12-21 05:45:09,0.1
2017-12-21 06:00:09,0.1
2017-12-21 06:15:11,0.1
2017-12-21 06:30:07,0.1
2017-12-21 06:45:08,0.1
2017-12-21 07:00:06,0.1
2017-12-21 07:15:25,5
2017-12-21 07:30:26,10
2017-12-21 07:45:25,10
2017-12-21 08:00:26,10
2017-12-21 08:15:26,10
2017-12-21 08:30:26,11
2017-12-21 08:45:26,10
2017-12-21 09:00:28,10
2017-12-21 09:15:26,10
2017-12-21 09:30:25,10
2017-12-21 09:45:26,11
2017-12-21 10:00:26,11
2017-12-21 10:15:27,11
2017-12-21 10:30:26,11
2017-12-21 10:45:27,11
2017-12-21 11:00:25,11
2017-12-21 11:15:26,11
2017-12-21 11:30:25,11
2017-12-21 11:45:29,11
2017-12-21 12:00:29,11
2017-12-21 12:15:28,11
2017-12-21 12:30:26,11
2017-12-21 12:45:25,11
2017-12-21 13:00:31,11
2017-12-21 13:15:27,11
2017-12-21 13:30:33,11
2017-12-21 13:45:28,11
2017-12-21 14:00:27,11
2017-12-21 14:15:28,11
2017-12-21 14:30:28,11
2017-12-21 14:45:25,10
2017-12-21 15:00:25,8
2017-12-21 15:15:28,8
2017-12-21 15:30:24,10
