"total_audioBitRateIncoming, x; total_audioBitRateOutgoing, x; total_videoBitRateIncoming, x; total_videoBitRateOutgoing, x; total_callLegsActive, x; cmsc1.customer.com_audioBitRateIncoming, x; cmsc1.customer.com_audioBitRateOutgoing, x; cmsc1.customer.com_videoBitRateIncoming, x; cmsc1.customer.com_videoBitRateOutgoing, x; cmsc2.customer.com_audioBitRateIncoming, x; cmsc2.customer.com_audioBitRateOutgoing, x; cmsc2.customer.com_videoBitRateIncoming, x; cmsc2.customer.com_videoBitRateOutgoing, x; cmsc3.customer.com_audioBitRateIncoming, x; cmsc3.customer.com_audioBitRateOutgoing, x; cmsc3.customer.com_videoBitRateIncoming, x; cmsc3.customer.com_videoBitRateOutgoing, x; cmsc4.customer.com_audioBitRateIncoming, x; cmsc4.customer.com_audioBitRateOutgoing, x; cmsc4.customer.com_videoBitRateIncoming, x; cmsc4.customer.com_videoBitRateOutgoing, x","total_audioBitRateIncoming, y","total_audioBitRateOutgoing, y","total_videoBitRateIncoming, y","total_videoBitRateOutgoing, y","total_callLegsActive, y","cmsc1.customer.com_audioBitRateIncoming, y","cmsc1.customer.com_audioBitRateOutgoing, y","cmsc1.customer.com_videoBitRateIncoming, y","cmsc1.customer.com_videoBitRateOutgoing, y","cmsc2.customer.com_audioBitRateIncoming, y","cmsc2.customer.com_audioBitRateOutgoing, y","cmsc2.customer.com_videoBitRateIncoming, y","cmsc2.customer.com_videoBitRateOutgoing, y","cmsc3.customer.com_audioBitRateIncoming, y","cmsc3.customer.com_audioBitRateOutgoing, y","cmsc3.customer.com_videoBitRateIncoming, y","cmsc3.customer.com_videoBitRateOutgoing, y","cmsc4.customer.com_audioBitRateIncoming, y","cmsc4.customer.com_audioBitRateOutgoing, y","cmsc4.customer.com_videoBitRateIncoming, y","cmsc4.customer.com_videoBitRateOutgoing, y"
cd8ede,81906b,5ea1b1,d79db6,80620d,cd0877,4e8297,342554,36f92d,5adacb,1de600,36c6a1,3de598,c9fcba,296f04,c77af6,76ed4a,60b3c2,f552f8,23dc13,c1ea18,09714a
2018-01-09 22:49:01,687003,816066,7520037,8568195,12,0.0,0.0,0.0,0.0,68662.0,203512.0,735981.0,1948134.0,618341.0,612554.0,6784056.0,6620061.0,0.0,0.0,0.0,0.0
2018-01-09 22:49:18,688727,817231,1866478,4674060,12,0.0,0.0,0.0,0.0,68628.0,204745.0,764768.0,1690949.0,620099.0,612486.0,1101710.0,2983111.0,0.0,0.0,0.0,0.0
2018-01-09 22:49:43,688393,816989,11966648,13585687,12,0.0,0.0,0.0,0.0,68800.0,204372.0,845564.0,1948857.0,619593.0,612617.0,11121084.0,11636830.0,0.0,0.0,0.0,0.0
2018-01-09 22:50:00,687539,814503,1913669,3486520,12,0.0,0.0,0.0,0.0,68662.0,203388.0,796579.0,1543739.0,618877.0,611115.0,1117090.0,1942781.0,0.0,0.0,0.0,0.0
2018-01-09 22:50:20,688811,816280,1453370,4375647,12,0.0,0.0,0.0,0.0,69349.0,205052.0,602948.0,1576567.0,619462.0,611228.0,850422.0,2799080.0,0.0,0.0,0.0,0.0
2018-01-09 22:50:44,688131,815013,1435610,4366388,12,0.0,0.0,0.0,0.0,68594.0,203232.0,583788.0,1596018.0,619537.0,611781.0,851822.0,2770370.0,0.0,0.0,0.0,0.0
2018-01-09 22:51:04,686300,816182,1087714,3191794,12,0.0,0.0,0.0,0.0,69245.0,203479.0,430751.0,1357125.0,617055.0,612703.0,656963.0,1834669.0,0.0,0.0,0.0,0.0
2018-01-09 22:51:20,687723,816730,1849235,4538650,12,0.0,0.0,0.0,0.0,68765.0,203694.0,616796.0,1610521.0,618958.0,613036.0,1232439.0,2928129.0,0.0,0.0,0.0,0.0
2018-01-09 22:51:39,689316,817317,1329162,3122704,12,0.0,0.0,0.0,0.0,68936.0,204834.0,533870.0,1256939.0,620380.0,612483.0,795292.0,1865765.0,0.0,0.0,0.0,0.0
2018-01-09 22:51:58,688238,815964,1426174,3538190,12,0.0,0.0,0.0,0.0,68525.0,203298.0,637497.0,1502766.0,619713.0,612666.0,788677.0,2035424.0,0.0,0.0,0.0,0.0
2018-01-09 22:52:17,687466,815848,1639863,3973563,12,0.0,0.0,0.0,0.0,68662.0,204518.0,721360.0,1484403.0,618804.0,611330.0,918503.0,2489160.0,0.0,0.0,0.0,0.0
2018-01-09 22:52:36,687878,815748,982965,2617661,12,0.0,0.0,0.0,0.0,69280.0,202872.0,432313.0,1047192.0,618598.0,612876.0,550652.0,1570469.0,0.0,0.0,0.0,0.0
2018-01-09 22:52:59,688738,816369,1698087,3627539,12,0.0,0.0,0.0,0.0,69143.0,203456.0,888757.0,1549304.0,619595.0,612913.0,809330.0,2078235.0,0.0,0.0,0.0,0.0
2018-01-09 22:53:17,686843,816176,1698794,4439051,12,0.0,0.0,0.0,0.0,68765.0,203796.0,496222.0,1414807.0,618078.0,612380.0,1202572.0,3024244.0,0.0,0.0,0.0,0.0
2018-01-09 22:53:36,689302,818317,1109765,3793022,12,0.0,0.0,0.0,0.0,69453.0,205377.0,384121.0,1475783.0,619849.0,612940.0,725644.0,2317239.0,0.0,0.0,0.0,0.0
2018-01-09 22:53:56,688743,816936,1060740,3181098,12,0.0,0.0,0.0,0.0,68696.0,203953.0,512009.0,1314560.0,620047.0,612983.0,548731.0,1866538.0,0.0,0.0,0.0,0.0
2018-01-09 22:54:22,686669,816525,1885866,3909040,12,0.0,0.0,0.0,0.0,68560.0,205173.0,783403.0,1643946.0,618109.0,611352.0,1102463.0,2265094.0,0.0,0.0,0.0,0.0
2018-01-09 22:54:40,688923,818969,964229,2537949,12,0.0,0.0,0.0,0.0,68639.0,204948.0,441089.0,881857.0,620284.0,614021.0,523140.0,1656092.0,0.0,0.0,0.0,0.0
2018-01-09 22:55:05,687239,814097,1643872,3483517,12,0.0,0.0,0.0,0.0,68617.0,203648.0,694118.0,1320616.0,618622.0,610449.0,949754.0,2162901.0,0.0,0.0,0.0,0.0
2018-01-09 22:55:21,687784,814805,1480511,3742737,12,0.0,0.0,0.0,0.0,68959.0,204190.0,593102.0,1641008.0,618825.0,610615.0,887409.0,2101729.0,0.0,0.0,0.0,0.0
2018-01-09 22:55:37,687642,815147,1689180,3886903,12,0.0,0.0,0.0,0.0,68662.0,204134.0,574119.0,1447399.0,618980.0,611013.0,1115061.0,2439504.0,0.0,0.0,0.0,0.0
2018-01-09 22:55:56,688955,816559,1362622,4024818,12,0.0,0.0,0.0,0.0,68731.0,204044.0,630441.0,1613136.0,620224.0,612515.0,732181.0,2411682.0,0.0,0.0,0.0,0.0
2018-01-09 22:56:16,687815,814693,1216849,3717067,12,0.0,0.0,0.0,0.0,69349.0,203558.0,550702.0,1550768.0,618466.0,611135.0,666147.0,2166299.0,0.0,0.0,0.0,0.0
2018-01-09 22:56:36,688415,815814,1344225,3369805,12,0.0,0.0,0.0,0.0,69097.0,204383.0,600221.0,1444835.0,619318.0,611431.0,744004.0,1924970.0,0.0,0.0,0.0,0.0
2018-01-09 22:56:56,688453,815644,1810561,4272234,12,0.0,0.0,0.0,0.0,69039.0,204675.0,621327.0,1621861.0,619414.0,610969.0,1189234.0,2650373.0,0.0,0.0,0.0,0.0
2018-01-09 22:57:16,686811,816605,1258085,3531945,12,0.0,0.0,0.0,0.0,68560.0,205264.0,500100.0,1367825.0,618251.0,611341.0,757985.0,2164120.0,0.0,0.0,0.0,0.0
2018-01-09 22:57:37,688067,815167,1273493,3190492,12,0.0,0.0,0.0,0.0,68571.0,203569.0,565081.0,1160430.0,619496.0,611598.0,708412.0,2030062.0,0.0,0.0,0.0,0.0
2018-01-09 22:57:56,687364,815813,2105092,4201308,12,0.0,0.0,0.0,0.0,68731.0,203569.0,926351.0,1637797.0,618633.0,612244.0,1178741.0,2563511.0,0.0,0.0,0.0,0.0
2018-01-09 22:58:16,689231,816628,1724648,4090176,12,0.0,0.0,0.0,0.0,69280.0,204973.0,814606.0,1791724.0,619951.0,611655.0,910042.0,2298452.0,0.0,0.0,0.0,0.0
2018-01-09 22:58:36,687732,815998,1295933,3373582,12,0.0,0.0,0.0,0.0,68696.0,204517.0,556366.0,1331334.0,619036.0,611481.0,739567.0,2042248.0,0.0,0.0,0.0,0.0
2018-01-09 22:58:56,688851,815418,1535460,3482144,12,0.0,0.0,0.0,0.0,69349.0,204303.0,599831.0,1655595.0,619502.0,611115.0,935629.0,1826549.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:16,688089,816548,1790609,4016509,12,0.0,0.0,0.0,0.0,68594.0,203784.0,843317.0,1745632.0,619495.0,612764.0,947292.0,2270877.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:36,688730,814847,1486557,3432689,12,0.0,0.0,0.0,0.0,68765.0,203999.0,667177.0,1390467.0,619965.0,610848.0,819380.0,2042222.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:57,688645,815884,1656561,4032073,12,0.0,0.0,0.0,0.0,69314.0,204168.0,668620.0,1670217.0,619331.0,611716.0,987941.0,2361856.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:17,687431,816069,924146,2979292,12,0.0,0.0,0.0,0.0,68594.0,204280.0,365973.0,1063194.0,618837.0,611789.0,558173.0,1916098.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:36,686976,816709,3269605,4175918,12,0.0,0.0,0.0,0.0,68594.0,204078.0,1004011.0,1625199.0,618382.0,612631.0,2265594.0,2550719.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:56,689775,817013,1062893,4040376,12,0.0,0.0,0.0,0.0,69120.0,204428.0,487284.0,1675847.0,620655.0,612585.0,575609.0,2364529.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:17,686776,816781,984759,2776169,12,0.0,0.0,0.0,0.0,68594.0,204022.0,436920.0,1048083.0,618182.0,612759.0,547839.0,1728086.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:37,687541,816581,1212035,3172281,12,0.0,0.0,0.0,0.0,68628.0,203762.0,528111.0,1381440.0,618913.0,612819.0,683924.0,1790841.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:56,688732,816081,1746486,4597635,12,0.0,0.0,0.0,0.0,69005.0,203220.0,656243.0,1547302.0,619727.0,612861.0,1090243.0,3050333.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:16,687441,815916,1174674,3771479,12,0.0,0.0,0.0,0.0,69383.0,204326.0,483638.0,1498175.0,618058.0,611590.0,691036.0,2273304.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:36,687371,813705,955038,3073945,12,0.0,0.0,0.0,0.0,68662.0,203457.0,400246.0,1480492.0,618709.0,610248.0,554792.0,1593453.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:56,691002,816640,1700834,3442715,12,0.0,0.0,0.0,0.0,69383.0,204540.0,584208.0,1375577.0,621619.0,612100.0,1116626.0,2067138.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:18,686910,816524,1041835,3021529,12,0.0,0.0,0.0,0.0,68959.0,204720.0,438120.0,946909.0,617951.0,611804.0,603715.0,2074620.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:36,688915,815365,1173217,3078543,12,0.0,0.0,0.0,0.0,69280.0,203320.0,676162.0,1458960.0,619635.0,612045.0,497055.0,1619583.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:56,688472,819191,1181804,3621064,12,0.0,0.0,0.0,0.0,69245.0,204870.0,589973.0,1505687.0,619227.0,614321.0,591831.0,2115377.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:16,690301,817143,2049431,5129610,12,0.0,0.0,0.0,0.0,69176.0,204835.0,1033909.0,1768288.0,621125.0,612308.0,1015522.0,3361322.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:37,688987,816795,1187973,3654205,12,0.0,0.0,0.0,0.0,68731.0,203931.0,657546.0,1597857.0,620256.0,612864.0,530427.0,2056348.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:56,686935,815564,1531537,3581029,12,0.0,0.0,0.0,0.0,68662.0,205086.0,816369.0,1608013.0,618273.0,610478.0,715168.0,1973016.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:16,687855,816933,1473108,4096964,12,0.0,0.0,0.0,0.0,67942.0,203931.0,695295.0,1673372.0,619913.0,613002.0,777813.0,2423592.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:37,688381,816222,1289202,3950839,12,0.0,0.0,0.0,0.0,68765.0,203728.0,464684.0,1336093.0,619616.0,612494.0,824518.0,2614746.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:57,687490,813967,1173535,3805618,12,0.0,0.0,0.0,0.0,68560.0,203388.0,486954.0,1499182.0,618930.0,610579.0,686581.0,2306436.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:16,688249,816000,1358119,3887480,12,0.0,0.0,0.0,0.0,68043.0,204304.0,583154.0,1526173.0,620206.0,611696.0,774965.0,2361307.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:36,688965,814068,1918586,4102139,12,0.0,0.0,0.0,0.0,69349.0,203875.0,740751.0,1659184.0,619616.0,610193.0,1177835.0,2442955.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:56,687124,814967,1489056,3164886,12,0.0,0.0,0.0,0.0,68765.0,203796.0,590713.0,1101656.0,618359.0,611171.0,898343.0,2063230.0,0.0,0.0,0.0,0.0
2018-01-09 23:07:16,690747,815533,1391655,6946600,12,0.0,0.0,0.0,0.0,69383.0,203762.0,568914.0,1745675.0,621364.0,611771.0,822741.0,5200925.0,0.0,0.0,0.0,0.0
2018-01-09 23:07:38,762348,951155,2050315,4189667,17,0.0,0.0,0.0,0.0,69453.0,204202.0,880813.0,1620647.0,692895.0,746953.0,1169502.0,2569020.0,0.0,0.0,0.0,0.0
2018-01-09 23:07:58,762175,952273,1338604,3465036,17,0.0,0.0,0.0,0.0,68594.0,204812.0,586484.0,1411588.0,693581.0,747461.0,752120.0,2053448.0,0.0,0.0,0.0,0.0
2018-01-09 23:08:20,1454605,1565302,12357496,16744976,29,205978.0,204568.0,1915444.0,2082911.0,206456.0,340812.0,1956084.0,3787266.0,1042171.0,1019922.0,8485968.0,10874799.0,0.0,0.0,0.0,0.0
2018-01-09 23:08:40,1456382,1563003,2372703,5772366,29,206518.0,203371.0,167271.0,505361.0,206038.0,339286.0,698393.0,1961069.0,1043826.0,1020346.0,1507039.0,3305936.0,0.0,0.0,0.0,0.0
2018-01-09 23:09:00,1456591,1564326,6312024,9135011,29,206822.0,203683.0,934537.0,1784605.0,206697.0,339342.0,1315634.0,3062065.0,1043072.0,1021301.0,4061853.0,4288341.0,0.0,0.0,0.0,0.0
2018-01-09 23:09:20,1454066,1564628,5687816,8762909,29,206609.0,204378.0,1717481.0,2213745.0,206151.0,339974.0,1171801.0,2855173.0,1041306.0,1020276.0,2798534.0,3693991.0,0.0,0.0,0.0,0.0
2018-01-09 23:09:40,1453778,1562852,6033692,8933665,29,206227.0,204702.0,1175564.0,1573843.0,205832.0,340270.0,1334883.0,3071888.0,1041719.0,1017880.0,3523245.0,4287934.0,0.0,0.0,0.0,0.0
2018-01-09 23:10:00,1453408,1565369,6955968,6832488,29,205825.0,204480.0,905515.0,1235153.0,206033.0,339942.0,1941267.0,2363590.0,1041550.0,1020947.0,4109186.0,3233745.0,0.0,0.0,0.0,0.0
2018-01-09 23:10:22,1457504,1562783,2798179,7010617,29,206999.0,203586.0,325396.0,1036926.0,206165.0,339042.0,849034.0,2050118.0,1044340.0,1020155.0,1623749.0,3923573.0,0.0,0.0,0.0,0.0
2018-01-09 23:10:41,1449745,1562400,4880199,6924009,29,206566.0,204270.0,208930.0,462665.0,205968.0,339524.0,1217965.0,1841528.0,1037211.0,1018606.0,3453304.0,4619816.0,0.0,0.0,0.0,0.0
2018-01-09 23:11:01,1455375,1563620,8689900,7770661,29,205603.0,204292.0,1253334.0,1216415.0,207051.0,339914.0,2578253.0,2173016.0,1042721.0,1019414.0,4858313.0,4381230.0,0.0,0.0,0.0,0.0
2018-01-09 23:11:22,1455116,1563732,5144825,8343868,29,206841.0,203490.0,1718808.0,1567549.0,206987.0,339886.0,498290.0,2321315.0,1041288.0,1020356.0,2927727.0,4455004.0,0.0,0.0,0.0,0.0
2018-01-09 23:11:40,1456849,1563361,2837667,7701272,29,207046.0,203980.0,429685.0,1405000.0,206177.0,339558.0,725164.0,2515612.0,1043626.0,1019823.0,1682818.0,3780660.0,0.0,0.0,0.0,0.0
2018-01-09 23:12:01,1454500,1563801,5371807,7216029,29,205194.0,204317.0,1279804.0,1617132.0,206087.0,340687.0,1121183.0,1925817.0,1043219.0,1018797.0,2970820.0,3673080.0,0.0,0.0,0.0,0.0
2018-01-09 23:12:22,1524403,1701197,3909538,16257605,34,275159.0,340780.0,191029.0,1122970.0,206696.0,340563.0,1616496.0,3519078.0,1042548.0,1019854.0,2102013.0,11615557.0,0.0,0.0,0.0,0.0
