"Temperature, x; RH, x","Temperature, y","RH, y"
eceb82,389241,11bf2e
2017-12-30 10:09:32.521658,16.6077215576,53.024810791
2017-12-30 10:09:40.876003,16.6077215576,53.0229034424
2017-12-30 10:09:47.717901,16.6077215576,53.0209960938
2017-12-30 10:27:53.291020,17.9939404297,52.5250854492
2017-12-30 10:27:59.426043,17.9939404297,52.5269927979
2017-12-30 10:30:05.907695,17.9939404297,51.0430755615
2017-12-30 10:35:07.689736,17.9939404297,50.5452575684
2017-12-30 10:40:06.103790,17.9939404297,52.0291748047
2017-12-30 10:45:05.504209,17.9939404297,51.0411682129
2017-12-30 10:50:05.364849,17.9939404297,51.0392608643
2017-12-30 10:55:05.767877,17.9966217041,50.5414428711
2017-12-30 11:00:06.178774,17.9966217041,51.0430755615
2017-12-30 11:05:06.168509,17.9966217041,52.032989502
2017-12-30 11:10:05.564250,17.9966217041,52.032989502
2017-12-30 11:15:05.988209,17.9966217041,51.0411682129
2017-12-30 11:20:05.868738,17.9966217041,53.0209960938
2017-12-30 11:25:05.263143,17.9966217041,51.0430755615
2017-12-30 11:30:05.666409,17.9993029785,52.0348968506
2017-12-30 11:35:07.444073,17.9993029785,52.0291748047
2017-12-30 11:40:05.930316,18.0019842529,51.5351715088
2017-12-30 11:45:05.362680,18.0019842529,51.0430755615
2017-12-30 11:50:05.445186,18.0019842529,51.5389862061
2017-12-30 11:55:05.868576,18.6910717773,54.0128173828
2017-12-30 12:00:05.256729,18.6910717773,51.5370788574
2017-12-30 12:05:05.471246,18.6910717773,51.5370788574
2017-12-30 12:10:05.855610,18.6910717773,52.0348968506
2017-12-30 12:15:05.248419,18.6910717773,52.0348968506
2017-12-30 12:20:05.347756,18.6910717773,54.510635376
2017-12-30 12:25:05.757383,18.6937530518,56.9978179932
2017-12-30 12:30:06.169443,18.6937530518,54.0166320801
2017-12-30 12:35:08.023616,18.6937530518,52.5250854492
2017-12-30 12:40:05.402790,18.6937530518,51.5370788574
2017-12-30 12:45:05.843570,18.6937530518,52.5308074951
2017-12-30 12:50:05.515488,18.6937530518,54.5144500732
2017-12-30 12:55:05.912410,18.6964343262,55.5043640137
2017-12-30 13:00:05.337776,18.6937530518,50.547164917
2017-12-30 13:05:06.214039,18.6937530518,51.0411682129
2017-12-30 13:10:05.663798,18.6937530518,50.0455322266
2017-12-30 13:15:06.062457,18.6937530518,50.5414428711
2017-12-30 13:20:05.506173,18.6964343262,55.0065460205
2017-12-30 13:25:05.956895,18.6937530518,49.0556182861
2017-12-30 13:30:05.385786,18.6937530518,47.5717010498
2017-12-30 13:35:07.528324,18.6964343262,49.0594329834
2017-12-30 13:40:05.996922,18.6937530518,49.0537109375
2017-12-30 13:45:05.401156,18.6937530518,50.0455322266
2017-12-30 13:50:05.269394,18.6937530518,48.0637969971
2017-12-30 13:55:05.657414,18.6937530518,47.5678863525
2017-12-30 14:00:06.093965,18.6937530518,48.557800293
2017-12-30 14:05:05.743071,18.6937530518,48.0637969971
2017-12-30 14:10:06.196736,18.6937530518,47.071975708
2017-12-30 14:15:05.600586,18.6937530518,49.5553436279
2017-12-30 14:20:05.579029,18.6937530518,49.549621582
2017-12-30 14:25:05.974716,18.6937530518,47.5659790039
2017-12-30 14:30:05.360835,18.6937530518,48.0637969971
2017-12-30 14:35:07.790524,18.6937530518,46.5779724121
2017-12-30 14:40:05.191325,18.6937530518,47.0738830566
2017-12-30 14:45:05.623426,18.6964343262,49.0575256348
2017-12-30 14:50:05.627593,18.6964343262,46.5779724121
2017-12-30 14:55:06.066884,18.6964343262,49.0537109375
2017-12-30 15:00:05.428255,18.6964343262,45.5880584717
2017-12-30 15:05:05.683535,18.6964343262,48.0657043457
2017-12-30 15:10:06.104105,18.6937530518,47.5659790039
2017-12-30 15:15:05.495028,18.6964343262,46.0801544189
2017-12-30 15:20:05.625452,18.6937530518,46.0820617676
2017-12-30 15:25:06.075442,18.6964343262,51.0392608643
2017-12-30 15:30:05.504019,18.6937530518,46.0782470703
2017-12-30 15:35:07.563280,18.6964343262,47.5697937012
2017-12-30 15:40:06.014807,18.6937530518,45.5842437744
2017-12-30 15:45:05.442361,18.6964343262,48.5616149902
2017-12-30 15:50:05.416682,18.6964343262,46.0801544189
2017-12-30 15:55:05.835667,18.6964343262,45.5880584717
2017-12-30 16:00:05.290837,18.6964343262,45.586151123
2017-12-30 16:05:05.249257,18.6964343262,45.0902404785
2017-12-30 16:10:05.659120,18.6964343262,47.071975708
2017-12-30 16:15:06.095642,18.6964343262,45.5842437744
2017-12-30 16:20:05.444794,18.6964343262,45.586151123
2017-12-30 16:25:05.871892,18.6964343262,48.0618896484
2017-12-30 16:30:05.318656,18.6964343262,48.5616149902
2017-12-30 16:35:07.583960,18.6964343262,45.0921478271
2017-12-30 16:40:05.972344,18.6964343262,45.0883331299
2017-12-30 16:45:05.414232,18.6964343262,44.5962371826
2017-12-30 16:50:05.812367,18.6964343262,44.1003265381
2017-12-30 16:55:05.205682,18.6964343262,48.5635223389
2017-12-30 17:00:05.646718,19.388203125,49.0594329834
2017-12-30 17:05:06.135770,18.6964343262,44.5924224854
2017-12-30 17:10:05.556922,18.6991156006,50.5414428711
2017-12-30 17:15:05.980386,18.6964343262,44.1003265381
2017-12-30 17:20:06.155491,18.6964343262,45.5823364258
2017-12-30 17:25:05.620377,18.6964343262,44.0946044922
2017-12-30 17:30:06.055834,18.6964343262,44.0965118408
2017-12-30 17:35:07.889045,18.6964343262,48.0657043457
2017-12-30 17:40:05.356647,18.6964343262,43.6044158936
2017-12-30 17:45:05.767848,18.6964343262,44.5905151367
2017-12-30 17:50:05.472434,18.6964343262,44.0965118408
2017-12-30 17:55:05.919424,18.6964343262,44.5924224854
2017-12-30 18:00:05.346428,18.6964343262,44.0946044922
2017-12-30 18:05:05.274259,18.6964343262,44.0965118408
2017-12-30 18:10:05.725131,18.6964343262,45.0864257812
2017-12-30 18:15:06.159183,18.6964343262,44.0946044922
2017-12-30 18:20:05.939501,18.6964343262,44.0946044922
2017-12-30 18:25:05.354304,18.6937530518,44.0946044922
2017-12-30 18:30:05.781405,18.6964343262,44.1003265381
2017-12-30 18:35:08.073688,18.6937530518,44.5924224854
2017-12-30 18:40:05.563847,18.6964343262,43.5986938477
2017-12-30 18:45:06.041836,18.6937530518,43.6025085449
2017-12-30 18:50:05.951201,18.6937530518,43.6006011963
2017-12-30 18:55:05.352609,18.6937530518,43.6044158936
2017-12-30 19:00:05.747321,18.6937530518,43.6025085449
2017-12-30 19:05:06.177063,18.6937530518,43.5986938477
2017-12-30 19:10:05.650357,18.6937530518,43.108505249
2017-12-30 19:15:06.050252,18.6910717773,43.6006011963
2017-12-30 19:20:06.197632,18.6937530518,43.108505249
2017-12-30 19:25:05.598012,18.6910717773,43.6025085449
2017-12-30 19:30:06.038119,18.6937530518,43.6025085449
2017-12-30 19:35:07.763145,18.6937530518,43.6025085449
2017-12-30 19:40:06.161782,18.6937530518,43.1046905518
2017-12-30 19:45:05.645529,18.6910717773,43.1065979004
2017-12-30 19:50:06.087345,18.6910717773,43.1065979004
2017-12-30 19:55:05.532083,18.6910717773,43.5986938477
2017-12-30 20:00:05.961341,18.6937530518,43.6025085449
2017-12-30 20:05:06.010854,18.6910717773,43.6025085449
2017-12-30 20:10:05.460460,18.6910717773,43.6006011963
2017-12-30 20:15:05.849066,18.6937530518,49.0556182861
2017-12-30 20:20:05.590869,18.6937530518,44.0984191895
2017-12-30 20:25:06.020122,18.6937530518,43.5986938477
2017-12-30 20:30:05.492402,18.6937530518,44.5905151367
2017-12-30 20:35:07.864940,18.6937530518,44.0984191895
2017-12-30 20:40:05.273953,18.6937530518,43.6006011963
2017-12-30 20:45:05.729802,18.6937530518,43.1065979004
2017-12-30 20:50:05.336636,18.6937530518,46.0782470703
2017-12-30 20:55:05.765608,18.6937530518,43.6044158936
2017-12-30 21:00:06.186479,18.6964343262,43.6025085449
2017-12-30 21:05:05.974070,18.6964343262,43.6006011963
2017-12-30 21:10:05.391553,18.6964343262,43.6006011963
2017-12-30 21:15:05.827800,18.6964343262,43.1065979004
2017-12-30 21:20:06.191271,18.6964343262,43.108505249
2017-12-30 21:25:05.631785,18.6964343262,43.108505249
2017-12-30 21:30:06.061957,18.6964343262,44.0965118408
2017-12-30 21:35:08.004966,18.6964343262,43.6006011963
2017-12-30 21:40:05.408656,18.6964343262,48.0618896484
2017-12-30 21:45:05.841273,18.6964343262,43.6044158936
2017-12-30 21:50:05.337415,18.6991156006,45.5880584717
2017-12-30 21:55:05.766304,18.6964343262,43.6006011963
2017-12-30 22:00:06.229841,18.6991156006,43.6025085449
2017-12-30 22:05:05.625006,18.6964343262,43.6006011963
2017-12-30 22:10:06.059342,18.6964343262,44.0946044922
2017-12-30 22:15:05.497779,18.6991156006,43.6025085449
2017-12-30 22:20:06.116573,18.6964343262,43.6006011963
2017-12-30 22:25:05.547871,18.6964343262,43.1065979004
2017-12-30 22:30:05.976175,19.388203125,45.5842437744
2017-12-30 22:35:27.687393,18.6991156006,44.1003265381
2017-12-30 22:40:06.178592,19.388203125,43.5986938477
2017-12-30 22:45:05.583041,18.6991156006,43.6006011963
2017-12-30 22:50:05.580650,18.6991156006,44.594329834
2017-12-30 22:55:05.298450,18.6991156006,43.6025085449
2017-12-30 23:00:05.715895,18.6991156006,43.6025085449
2017-12-30 23:05:05.845104,18.6991156006,43.6025085449
2017-12-30 23:10:05.985095,18.6991156006,43.6025085449
2017-12-30 23:15:05.397006,18.6991156006,44.0946044922
2017-12-30 23:20:05.944743,18.6991156006,44.1003265381
2017-12-30 23:25:05.369103,19.388203125,44.5905151367
2017-12-30 23:30:05.772013,19.388203125,44.0984191895
2017-12-30 23:35:08.097541,18.6991156006,44.0946044922
2017-12-30 23:40:05.616960,18.6991156006,44.0965118408
2017-12-30 23:45:06.033310,18.6991156006,43.6044158936
2017-12-30 23:50:05.930872,18.6991156006,44.0946044922
2017-12-30 23:55:05.321652,18.6991156006,44.0965118408
2017-12-31 00:00:05.762952,18.6991156006,43.6044158936
2017-12-31 00:05:05.538803,18.6991156006,44.0946044922
2017-12-31 00:10:05.946119,18.6991156006,43.6025085449
2017-12-31 00:15:05.383479,18.6964343262,43.6025085449
2017-12-31 00:20:05.675582,18.6964343262,43.6044158936
2017-12-31 00:25:06.103230,18.6964343262,43.108505249
2017-12-31 00:30:05.570424,18.6964343262,43.6006011963
2017-12-31 00:35:07.677847,18.6964343262,43.108505249
2017-12-31 00:40:06.096793,18.6991156006,42.6125946045
2017-12-31 00:45:05.537220,18.6964343262,42.6125946045
2017-12-31 00:50:05.706671,18.6964343262,43.5986938477
2017-12-31 00:55:06.148691,18.6964343262,43.6025085449
2017-12-31 01:00:05.571103,18.6964343262,43.1027832031
2017-12-31 01:05:06.083115,18.6991156006,42.6125946045
2017-12-31 01:10:05.490890,18.6964343262,43.6006011963
2017-12-31 01:15:05.964320,18.6964343262,42.6087799072
2017-12-31 01:20:06.090749,18.6964343262,42.6106872559
2017-12-31 01:25:05.559025,18.6964343262,42.1147766113
2017-12-31 01:30:05.980979,18.6964343262,42.6106872559
2017-12-31 01:35:07.805296,18.6964343262,42.6106872559
2017-12-31 01:40:05.267426,18.6964343262,42.6087799072
2017-12-31 01:45:05.665497,18.6991156006,42.1109619141
2017-12-31 01:50:05.645760,18.6964343262,42.6068725586
2017-12-31 01:55:06.103959,18.6964343262,43.1046905518
2017-12-31 02:00:05.565269,18.6964343262,42.6068725586
2017-12-31 02:05:05.619692,18.6964343262,43.1027832031
2017-12-31 02:10:06.037305,18.6964343262,42.1128692627
2017-12-31 02:15:05.491985,18.6964343262,42.1128692627
2017-12-31 02:20:06.158536,18.6964343262,42.1128692627
2017-12-31 02:25:05.613539,18.6964343262,42.11668396
2017-12-31 02:30:06.023972,18.6964343262,42.11668396
2017-12-31 02:35:07.405116,18.6964343262,41.6207733154
2017-12-31 02:40:05.822156,18.6964343262,41.6169586182
2017-12-31 02:45:05.316191,18.6937530518,41.1248626709
2017-12-31 02:50:06.214273,18.6964343262,41.1248626709
2017-12-31 02:55:05.667488,18.6964343262,41.6150512695
2017-12-31 03:00:06.111908,18.6964343262,40.6289520264
2017-12-31 03:05:05.907082,18.6964343262,41.1210479736
2017-12-31 03:10:05.404576,18.6964343262,42.1109619141
2017-12-31 03:15:05.839569,18.6937530518,41.6150512695
2017-12-31 03:20:05.445594,18.6964343262,41.6207733154
2017-12-31 03:25:05.877704,18.6964343262,41.1229553223
2017-12-31 03:30:05.305779,18.6964343262,41.1248626709
2017-12-31 03:35:08.111386,18.6937530518,41.1229553223
2017-12-31 03:40:05.561736,18.6937530518,40.6270446777
2017-12-31 03:45:06.009037,18.6964343262,41.1229553223
2017-12-31 03:50:05.472850,18.6964343262,40.6289520264
2017-12-31 03:55:05.919352,18.6937530518,41.6150512695
2017-12-31 04:00:05.339177,18.6937530518,41.119140625
2017-12-31 04:05:05.976722,18.6937530518,41.1229553223
2017-12-31 04:10:05.450987,18.6937530518,40.6289520264
2017-12-31 04:15:05.900138,18.6937530518,40.6232299805
2017-12-31 04:20:05.981259,18.6937530518,40.6270446777
2017-12-31 04:25:05.450468,18.6937530518,41.1229553223
2017-12-31 04:30:05.932719,18.6964343262,41.119140625
2017-12-31 04:35:07.749633,18.6964343262,40.1330413818
2017-12-31 04:40:06.216092,18.6964343262,40.6270446777
2017-12-31 04:45:05.701097,18.6964343262,40.6270446777
2017-12-31 04:50:05.825172,18.6964343262,40.6289520264
2017-12-31 04:55:05.290642,18.6964343262,41.6169586182
2017-12-31 05:00:05.766746,18.6964343262,41.1229553223
2017-12-31 05:05:05.409364,18.6964343262,40.1330413818
2017-12-31 05:10:05.873496,18.6964343262,41.1248626709
2017-12-31 05:15:05.310368,18.6964343262,41.1210479736
2017-12-31 05:20:05.354852,18.6964343262,40.6289520264
2017-12-31 05:25:05.780861,18.6964343262,40.6289520264
2017-12-31 05:30:06.207208,18.6964343262,40.6270446777
2017-12-31 05:35:07.751003,18.6964343262,40.6270446777
2017-12-31 05:40:06.249969,18.6964343262,40.6270446777
2017-12-31 05:45:05.663131,18.6964343262,42.11668396
2017-12-31 05:50:05.395629,18.6964343262,41.1248626709
2017-12-31 05:55:05.790204,18.6964343262,40.6270446777
2017-12-31 06:00:05.204235,18.6964343262,40.6232299805
2017-12-31 06:05:05.471664,18.6964343262,41.1210479736
2017-12-31 06:10:05.939125,18.6964343262,41.6150512695
2017-12-31 06:15:05.413112,18.6964343262,41.119140625
2017-12-31 06:20:05.952162,18.6964343262,41.119140625
2017-12-31 06:25:05.486958,18.6964343262,41.1229553223
2017-12-31 06:30:05.580493,18.6964343262,40.6289520264
2017-12-31 06:35:07.492414,18.6964343262,40.6232299805
2017-12-31 06:40:06.011424,18.6964343262,40.6289520264
2017-12-31 06:45:05.420305,18.6964343262,41.6150512695
2017-12-31 06:50:05.928511,18.6964343262,40.6251373291
2017-12-31 06:55:05.395765,18.6964343262,40.6232299805
2017-12-31 07:00:05.842778,18.6964343262,40.6251373291
2017-12-31 07:05:06.007980,18.6964343262,39.63331604
2017-12-31 07:10:05.417433,18.6964343262,39.63331604
2017-12-31 07:15:05.857316,18.6964343262,40.1292266846
2017-12-31 07:20:06.105866,18.6964343262,40.1330413818
2017-12-31 07:25:05.542037,18.6964343262,40.1311340332
2017-12-31 07:30:06.011294,18.6964343262,40.1330413818
2017-12-31 07:35:07.423032,18.6964343262,39.6352233887
2017-12-31 07:40:05.901966,18.6964343262,40.6232299805
2017-12-31 07:45:05.345583,18.6964343262,40.1273193359
2017-12-31 07:50:05.989571,18.6964343262,40.1292266846
2017-12-31 07:55:05.392531,18.6964343262,39.63331604
2017-12-31 08:00:05.820438,18.6964343262,40.6232299805
2017-12-31 08:05:05.506323,18.6964343262,41.119140625
2017-12-31 08:10:05.992409,18.6964343262,39.63331604
2017-12-31 08:15:05.396981,18.6964343262,40.1292266846
2017-12-31 08:20:05.394358,18.6964343262,41.1210479736
2017-12-31 08:25:05.848745,18.6964343262,40.6270446777
2017-12-31 08:30:05.324131,18.6964343262,40.1330413818
2017-12-31 08:35:08.013242,18.6964343262,41.1229553223
2017-12-31 08:40:05.461046,18.6964343262,40.1311340332
2017-12-31 08:45:05.913762,18.6937530518,39.1393127441
2017-12-31 08:50:06.232631,18.6964343262,40.1292266846
2017-12-31 08:55:05.660033,18.6991156006,39.1354980469
2017-12-31 09:00:06.111164,18.6964343262,40.6289520264
2017-12-31 09:05:05.722462,18.6964343262,39.6314086914
