x,y
8945b5,3cc71c
2018-01-10 20:00,1009.52
2018-01-10 20:30,1009.64
2018-01-10 21:00,1009.8
2018-01-10 21:30,1009.98
2018-01-10 22:00,1010.16
2018-01-10 22:30,1010.26
2018-01-10 23:00,1010.42
2018-01-10 23:30,1010.46
2018-01-11 00:00,1010.47
2018-01-11 00:30,1010.74
2018-01-11 01:00,1011.02
2018-01-11 01:30,1011.1
2018-01-11 02:00,1011.2
2018-01-11 02:30,1011.56
2018-01-11 03:00,1011.82
2018-01-11 03:30,1011.87
2018-01-11 04:00,1012.15
2018-01-11 04:30,1012.22
2018-01-11 05:00,1012.56
2018-01-11 05:30,1012.85
2018-01-11 06:00,1013.01
2018-01-11 06:30,1013.43
2018-01-11 07:00,1013.77
2018-01-11 07:30,1014.16
2018-01-11 08:00,1014.58
2018-01-11 08:30,1015.04
2018-01-11 09:00,1015.37
2018-01-11 09:30,1015.96
2018-01-11 10:00,1016.47
2018-01-11 10:30,1016.82
2018-01-11 11:00,1017.1
2018-01-11 11:30,1017.41
2018-01-11 12:00,1017.52
2018-01-11 12:30,1017.62
2018-01-11 13:00,1017.9
2018-01-11 13:30,1018.05
2018-01-11 14:00,1018.15
2018-01-11 14:30,1018.32
2018-01-11 15:00,1018.86
2018-01-11 15:30,1019.3
2018-01-11 16:00,1019.63
2018-01-11 16:30,1019.85
2018-01-11 17:00,1020.29
2018-01-11 17:30,1020.77
2018-01-11 18:00,1020.87
2018-01-11 18:30,1021.21
2018-01-11 19:00,1021.59
2018-01-11 19:30,1021.89
2018-01-11 20:00,1022.37
2018-01-11 20:30,1022.77
2018-01-11 21:00,1022.96
2018-01-11 21:30,1023.17
2018-01-11 22:00,1023.37
2018-01-11 22:30,1023.55
2018-01-11 23:00,1023.75
2018-01-11 23:30,1024.0
2018-01-12 00:00,1024.27
2018-01-12 00:30,1024.31
2018-01-12 01:00,1024.5
2018-01-12 01:30,1024.58
2018-01-12 02:00,1024.69
2018-01-12 02:30,1024.6
2018-01-12 03:00,1024.9
2018-01-12 03:30,1025.08
2018-01-12 04:00,1025.22
2018-01-12 04:30,1025.27
2018-01-12 05:00,1025.25
2018-01-12 05:30,1025.29
2018-01-12 06:00,1025.25
2018-01-12 06:30,1025.51
2018-01-12 07:00,1025.59
2018-01-12 07:30,1025.86
2018-01-12 08:00,1026.01
2018-01-12 08:30,1026.1
2018-01-12 09:00,1026.39
2018-01-12 09:30,1026.77
2018-01-12 10:00,1026.91
2018-01-12 10:30,1027.1
2018-01-12 11:00,1027.26
2018-01-12 11:30,1027.18
2018-01-12 12:00,1027.14
2018-01-12 12:30,1027.02
2018-01-12 13:00,1026.81
2018-01-12 13:30,1026.62
2018-01-12 14:00,1026.47
2018-01-12 14:30,1026.55
2018-01-12 15:00,1026.63
2018-01-12 15:30,1026.8
2018-01-12 16:00,1026.75
2018-01-12 16:30,1026.78
2018-01-12 17:00,1026.83
2018-01-12 17:30,1026.98
2018-01-12 18:00,1026.95
2018-01-12 18:30,1027.1
2018-01-12 19:00,1027.06
2018-01-12 19:30,1027.11
2018-01-12 20:00,1027.32
2018-01-12 20:30,1027.43
2018-01-12 21:00,1027.58
2018-01-12 21:30,1027.44
