"close, x; MA180, x; MA90, x; MA30, x; MA15, x; MA7, x; MA1, x; log_MA1/7, x; log_MA7/15, x; log_MA15/30, x","close, y","MA180, y","MA90, y","MA30, y","MA15, y","MA7, y","MA1, y","log_MA1/7, y","log_MA7/15, y","log_MA15/30, y"
8b8933,b659c2,29aede,67ed26,3c7dab,264de9,e245d9,a1a39c,b67710,82b2e4,bce2d9
2017-10-01 00:00:00,0.043102,0.061927057,0.0563940929,0.046881407,0.0407221257,0.0407395012,0.0439392049,0.0328364858,0.0001852674,-0.0611701971
2017-10-01 00:15:00,0.043102,0.0619262548,0.0563922228,0.0468813807,0.0407210736,0.0407475977,0.0439314097,0.0326731299,0.0002827894,-0.0611811737
2017-10-01 00:30:00,0.043102,0.0619252921,0.0563899787,0.0468813491,0.0407198111,0.0407573135,0.0439220556,0.0324771072,0.0003997942,-0.0611943459
2017-10-01 00:45:00,0.043102,0.0619243295,0.0563877346,0.0468813175,0.0407185486,0.0407670293,0.0439127014,0.0322810896,0.0005167748,-0.0612075185
2017-10-01 01:00:00,0.043102,0.0619233668,0.0563854905,0.0468812859,0.0407172861,0.040776745,0.0439033472,0.0320850769,0.0006337311,-0.0612206915
2017-10-01 01:15:00,0.043102,0.0619224041,0.0563832464,0.0468812543,0.0407160236,0.0407864608,0.0438939931,0.0318890691,0.0007506632,-0.061233865
2017-10-01 01:30:00,0.043102,0.0619214414,0.0563810023,0.0468812227,0.0407147611,0.0407961766,0.0438846389,0.0316930663,0.0008675711,-0.0612470388
2017-10-01 01:45:00,0.043102,0.0619204788,0.0563787582,0.0468811911,0.0407134986,0.0408058924,0.0438752847,0.0314970683,0.0009844548,-0.0612602131
2017-10-01 02:00:00,0.043102,0.0619195161,0.0563765141,0.0468811595,0.0407122361,0.0408156081,0.0438659306,0.0313010753,0.0011013142,-0.0612733878
2017-10-01 02:15:00,0.043102,0.0619185534,0.05637427,0.0468811279,0.0407109736,0.0408253239,0.0438565764,0.031105087,0.0012181495,-0.0612865629
2017-10-01 02:30:00,0.043102,0.0619175907,0.0563720259,0.0468810963,0.0407097111,0.0408350397,0.0438472222,0.0309091037,0.0013349606,-0.0612997385
2017-10-01 02:45:00,0.043102,0.0619166281,0.0563697818,0.0468810647,0.0407084486,0.0408447555,0.0438378681,0.0307131251,0.0014517475,-0.0613129144
2017-10-01 03:00:00,0.043102,0.0619156654,0.0563675377,0.0468810331,0.0407071861,0.0408544712,0.0438285139,0.0305171514,0.0015685102,-0.0613260908
2017-10-01 03:15:00,0.043102,0.0619147027,0.0563652936,0.0468810015,0.0407059236,0.040864187,0.0438191597,0.0303211824,0.0016852489,-0.0613392676
2017-10-01 03:30:00,0.043102,0.06191374,0.0563630495,0.0468809699,0.0407046611,0.0408739028,0.0438098056,0.0301252182,0.0018019633,-0.0613524448
2017-10-01 03:45:00,0.043102,0.0619127774,0.0563608054,0.0468809383,0.0407033986,0.0408836186,0.0438004514,0.0299292587,0.0019186537,-0.0613656224
2017-10-01 04:00:00,0.043325,0.0619118233,0.0563585785,0.046881178,0.0407021245,0.0408934296,0.0437884167,0.0297057068,0.0020364549,-0.0613814371
2017-10-01 04:15:00,0.043325,0.0619108735,0.0563563603,0.0468815534,0.0407008447,0.0409032882,0.0437750417,0.0294683454,0.0021547989,-0.0613985707
2017-10-01 04:30:00,0.043325,0.0619099238,0.056354142,0.0468819287,0.0406995648,0.0409131468,0.0437616667,0.0292309688,0.002273118,-0.0614157046
2017-10-01 04:45:00,0.043325,0.061908974,0.0563519237,0.0468823041,0.040698285,0.0409230055,0.0437482917,0.0289935767,0.0023914124,-0.0614328389
