"Close, x; Trace 1, x","Close, y","Trace 1, y"
9ae1e6,d89ec1,58290e
736699.0,17429.5,23840900000.0
736698.0,15599.2,21783200000.0
736697.0,15201.0,16871900000.0
736696.0,14982.1,16846600000.0
736695.0,13657.2,10291200000.0
736694.0,14156.4,12136300000.0
736693.0,12952.2,14452600000.0
736692.0,14656.2,13025500000.0
736691.0,14606.5,12336500000.0
736690.0,15838.5,12487600000.0
736689.0,16099.8,13454300000.0
736688.0,14026.6,10664700000.0
736687.0,13925.8,11572300000.0
736686.0,14699.2,13086000000.0
736685.0,13831.8,22198000000.0
736684.0,15802.9,16516600000.0
736683.0,16624.6,22149700000.0
736682.0,17776.7,16894500000.0
736681.0,19114.2,14839500000.0
736680.0,19140.8,13314600000.0
736679.0,19497.4,12740600000.0
736678.0,17706.9,14310000000.0
736677.0,16564.0,13777400000.0
736676.0,16408.2,12976900000.0
736675.0,17415.4,14603800000.0
736674.0,16936.8,12153900000.0
736673.0,15455.4,13433300000.0
736672.0,15178.2,13911300000.0
736671.0,16569.4,21136000000.0
736670.0,17899.7,17950700000.0
736669.0,14291.5,12656300000.0
736668.0,11916.7,6895260000.0
736667.0,11657.2,6132410000.0
736666.0,11323.2,6608310000.0
736665.0,11074.6,5138500000.0
736664.0,10975.6,6783120000.0
736663.0,10233.6,8310690000.0
736662.0,9888.61,11568800000.0
736661.0,10058.8,6348820000.0
736660.0,9818.35,5653320000.0
736659.0,9330.55,5475580000.0
736658.0,8790.92,4342060000.0
736657.0,8253.69,5058610000.0
736656.0,8038.77,4225180000.0
736655.0,8253.55,3633530000.0
736654.0,8071.26,4277610000.0
736653.0,8200.64,3488450000.0
736652.0,8036.49,3149320000.0
736651.0,7790.15,3667190000.0
736650.0,7708.99,4651670000.0
736649.0,7871.69,5123810000.0
736648.0,7315.54,4200880000.0
736647.0,6635.75,3197110000.0
736646.0,6559.49,6263250000.0
736645.0,5950.07,8957350000.0
736644.0,6357.6,4908680000.0
736643.0,6618.14,5208250000.0
736642.0,7143.58,3226250000.0
736641.0,7459.69,4602200000.0
736640.0,7144.38,2326340000.0
736639.0,7022.76,3111900000.0
736638.0,7407.41,2380410000.0
736637.0,7379.95,2483800000.0
736636.0,7207.76,3369860000.0
736635.0,7078.5,4653770000.0
736634.0,6767.31,2870320000.0
736633.0,6468.4,2311380000.0
736632.0,6130.53,1772150000.0
736631.0,6153.85,2859040000.0
736630.0,5753.09,1403920000.0
736629.0,5780.9,1710130000.0
736628.0,5904.83,1905040000.0
736627.0,5750.8,1966990000.0
736626.0,5526.64,2735700000.0
736625.0,5930.32,2401840000.0
736624.0,6008.42,2034630000.0
736623.0,6031.6,2207100000.0
736622.0,6011.45,2354430000.0
736621.0,5708.52,1780540000.0
736620.0,5590.69,2399270000.0
736619.0,5605.51,1821570000.0
736618.0,5725.59,2008070000.0
736617.0,5678.19,1976040000.0
736616.0,5831.79,1669030000.0
736615.0,5647.21,3615480000.0
736614.0,5446.91,2791610000.0
736613.0,4826.48,1222280000.0
736612.0,4781.99,1597140000.0
736611.0,4772.02,1968740000.0
736610.0,4610.48,1313870000.0
736609.0,4426.89,906928000.0
736608.0,4370.81,1069940000.0
736607.0,4328.41,1161770000.0
736606.0,4229.36,1116770000.0
736605.0,4317.48,1288020000.0
736604.0,4409.32,1431730000.0
736603.0,4403.74,1208210000.0
736602.0,4338.71,1207450000.0
736601.0,4163.07,1367050000.0
736600.0,4174.73,1712320000.0
736599.0,4200.67,1686880000.0
736598.0,3892.35,1043740000.0
736597.0,3926.07,1374210000.0
736596.0,3682.84,768015000.0
736595.0,3792.4,928114000.0
736594.0,3630.7,1194830000.0
736593.0,3631.04,1411480000.0
736592.0,3905.95,1213830000.0
736591.0,3924.97,1563980000.0
736590.0,4065.2,1943210000.0
736589.0,3582.88,1239150000.0
736588.0,3625.04,1818400000.0
736587.0,3637.52,4148070000.0
736586.0,3154.95,2716310000.0
736585.0,3882.59,2219410000.0
736584.0,4130.81,1864530000.0
736583.0,4161.27,1557330000.0
736582.0,4122.94,1679090000.0
736581.0,4226.06,1386230000.0
736580.0,4228.75,2700890000.0
736579.0,4599.88,1844620000.0
736578.0,4597.12,2172100000.0
736577.0,4376.53,2697970000.0
736576.0,4236.31,2987330000.0
736575.0,4582.96,1933190000.0
736574.0,4578.77,2722140000.0
736573.0,4892.01,2599080000.0
736572.0,4703.39,1944930000.0
736571.0,4565.3,1937850000.0
736570.0,4579.02,2486080000.0
736569.0,4382.66,1959330000.0
736568.0,4382.88,1537460000.0
736567.0,4352.4,1511610000.0
736566.0,4371.6,1727970000.0
736565.0,4334.68,2037750000.0
736564.0,4151.52,2369820000.0
736563.0,4100.52,3764240000.0
736562.0,4001.74,2800890000.0
736561.0,4087.66,2109770000.0
736560.0,4193.7,2975820000.0
736559.0,4160.62,2941710000.0
736558.0,4331.69,2553360000.0
736557.0,4376.63,2272040000.0
736556.0,4181.93,3258050000.0
736555.0,4325.13,2463090000.0
736554.0,4073.26,3159090000.0
736553.0,3884.71,2219590000.0
736552.0,3650.62,2021190000.0
736551.0,3381.28,1515110000.0
736550.0,3342.47,1468960000.0
736549.0,3419.94,1752760000.0
736548.0,3378.94,1482280000.0
736547.0,3213.94,1105030000.0
736546.0,3252.91,1945700000.0
736545.0,2895.89,1002120000.0
736544.0,2804.73,804797000.0
736543.0,2710.67,1094950000.0
736542.0,2718.26,1324670000.0
736541.0,2875.34,860575000.0
736540.0,2757.18,705943000.0
736539.0,2726.45,803746000.0
736538.0,2809.01,1380100000.0
736537.0,2671.78,789104000.0
736536.0,2529.45,937404000.0
736535.0,2576.48,1460090000.0
736534.0,2754.86,866474000.0
736533.0,2730.4,1072840000.0
736532.0,2810.12,1177130000.0
736531.0,2667.76,1489450000.0
736530.0,2817.6,2249260000.0
736529.0,2273.43,1245100000.0
736528.0,2318.88,1512450000.0
736527.0,2228.41,1201760000.0
736526.0,1929.82,1182870000.0
736525.0,1998.86,993608000.0
736524.0,2233.34,882503000.0
736523.0,2357.9,835770000.0
736522.0,2398.84,1117410000.0
736521.0,2337.79,1329760000.0
736520.0,2372.56,1111200000.0
736519.0,2518.44,527856000.0
736518.0,2571.34,733330000.0
736517.0,2518.66,917412000.0
736516.0,2608.56,761957000.0
736515.0,2601.99,941566000.0
736514.0,2601.64,985516000.0
736513.0,2564.06,964112000.0
736512.0,2506.47,803747000.0
736511.0,2434.55,779914000.0
736510.0,2480.84,860273000.0
736509.0,2539.32,949979000.0
736508.0,2574.79,1183870000.0
736507.0,2552.45,1489790000.0
736506.0,2478.45,1663280000.0
736505.0,2589.41,1161100000.0
736504.0,2608.72,982750000.0
736503.0,2744.91,961319000.0
736502.0,2705.41,1097940000.0
736501.0,2689.1,1626580000.0
736500.0,2721.79,1854190000.0
736499.0,2589.6,1446840000.0
736498.0,2548.29,1178660000.0
736497.0,2655.88,1534510000.0
736496.0,2518.56,1195190000.0
736495.0,2464.58,2026260000.0
736494.0,2506.37,1696560000.0
736493.0,2717.02,1781200000.0
736492.0,2659.63,2569530000.0
736491.0,2958.11,1752400000.0
736490.0,2947.71,2018890000.0
736489.0,2823.81,1348950000.0
736488.0,2805.62,1281170000.0
736487.0,2732.16,1517710000.0
736486.0,2863.2,2089610000.0
736485.0,2686.81,1369310000.0
736484.0,2511.81,1355120000.0
736483.0,2515.35,1514950000.0
736482.0,2488.55,1317030000.0
736481.0,2407.88,1653180000.0
736480.0,2286.41,1544830000.0
736479.0,2175.47,1443970000.0
736478.0,2255.61,994625000.0
736477.0,2155.8,1147140000.0
736476.0,2038.87,1700480000.0
736475.0,2202.42,1763480000.0
736474.0,2304.98,2406700000.0
736473.0,2443.64,1725380000.0
736472.0,2320.42,1378750000.0
736471.0,2173.4,1942220000.0
736470.0,2041.2,1147860000.0
736469.0,2084.73,961336000.0
736468.0,1987.71,1157290000.0
736467.0,1888.65,894321000.0
736466.0,1839.09,1064730000.0
736465.0,1734.45,959045000.0
736464.0,1738.43,731529000.0
736463.0,1808.91,437196000.0
736462.0,1804.91,579635000.0
736461.0,1724.24,740984000.0
736460.0,1848.57,799490000.0
736459.0,1787.13,915723000.0
736458.0,1755.36,1167920000.0
736457.0,1723.35,1340320000.0
736456.0,1596.71,1080030000.0
736455.0,1578.8,582530000.0
736454.0,1555.45,946036000.0
736453.0,1537.67,933549000.0
736452.0,1490.09,583796000.0
736451.0,1452.82,477338000.0
736450.0,1421.6,713624000.0
736449.0,1347.89,413115000.0
736448.0,1321.79,422706000.0
736447.0,1316.48,527489000.0
736446.0,1317.73,449197000.0
736445.0,1281.08,329631000.0
736444.0,1265.49,242556000.0
736443.0,1250.15,235806000.0
736442.0,1207.21,258951000.0
736441.0,1231.71,249320000.0
736440.0,1222.05,272167000.0
736439.0,1229.08,315108000.0
736438.0,1210.29,288061000.0
736437.0,1211.67,270524000.0
736436.0,1193.91,253206000.0
736435.0,1182.94,183231000.0
736434.0,1172.52,203559000.0
736433.0,1167.54,254827000.0
736432.0,1169.28,351969000.0
736431.0,1200.37,288702000.0
736430.0,1205.01,216182000.0
736429.0,1187.13,215883000.0
736428.0,1187.87,242343000.0
736427.0,1175.95,209312000.0
736426.0,1176.9,317022000.0
736425.0,1182.68,511222000.0
736424.0,1124.78,414784000.0
736423.0,1133.25,436310000.0
736422.0,1143.81,580444000.0
736421.0,1102.17,514187000.0
736420.0,1080.5,289634000.0
736419.0,1071.79,447287000.0
736418.0,1026.43,352969000.0
736417.0,1039.97,298458000.0
736416.0,1047.15,326332000.0
736415.0,1045.77,372535000.0
736414.0,966.73,303668000.0
736413.0,972.78,435803000.0
736412.0,937.52,491038000.0
736411.0,1038.59,248540000.0
736410.0,1049.14,380841000.0
736409.0,1120.54,337391000.0
736408.0,1054.23,286530000.0
736407.0,1036.74,406648000.0
736406.0,973.82,621302000.0
736405.0,1100.23,706599000.0
736404.0,1187.81,638568000.0
736403.0,1249.61,297805000.0
736402.0,1240.0,245306000.0
736401.0,1231.92,380277000.0
736400.0,1221.38,227176000.0
736399.0,1175.83,283320000.0
736398.0,1116.72,563796000.0
736397.0,1188.49,212283000.0
