1day<br>6time<br>OWM<br>Temperature<br>Mean:0.07<br>STD:1.70,1day<br>6time<br>OWM<br>Rain<br>Mean:0.01<br>STD:0.17,1day<br>6time<br>OWM<br>Wind<br>Mean:0.07<br>STD:1.44,1day<br>12time<br>OWM<br>Temperature<br>Mean:0.21<br>STD:1.74,1day<br>12time<br>OWM<br>Rain<br>Mean:-0.01<br>STD:0.35,1day<br>12time<br>OWM<br>Wind<br>Mean:0.23<br>STD:1.66,1day<br>18time<br>OWM<br>Temperature<br>Mean:-2.43<br>STD:2.30,1day<br>18time<br>OWM<br>Rain<br>Mean:0.03<br>STD:0.20,1day<br>18time<br>OWM<br>Wind<br>Mean:-0.17<br>STD:1.74,1day<br>21time<br>OWM<br>Temperature<br>Mean:-0.60<br>STD:1.68,1day<br>21time<br>OWM<br>Rain<br>Mean:0.01<br>STD:0.18,1day<br>21time<br>OWM<br>Wind<br>Mean:0.16<br>STD:1.84
0f4b07,bacff0,1b56e5,f722a2,d8674b,095883,8c11a2,aa885e,481922,52bc67,3a7f78,e64378
0.5,0,2,-0.5,0,1,-3.0,0,0,0.0,0,1
5.5,0,0,4.0,0,1,-15.0,0,-1,-5.0,0,2
1.5,0,1,2.0,0,3,0.0,0,4,2.0,0,4
-0.5,0,3,-3.0,0,-1,-1.0,0,2,-1.0,0,1
3.0,0,1,1.0,0,-2,-4.0,0,-3,-1.0,0,-1
-0.5,0,0,-0.5,-2,0,1.5,0,1,-0.5,0,0
0.0,0,0,5.0,0,1,0.0,0,1,2.5,0,0
0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,1
0.0,0,0,1.0,0,1,-1.0,-1,0,0.0,0,0
1.0,0,-1,0.0,0,0,-3.5,0,-3,-0.5,0,0
0.0,0,0,0.0,0,0,0.0,0,-1,-1.0,0,2
0.0,0,0,2.0,0,1,0.0,0,1,0.0,0,0
0.0,0,0,3.0,0,0,-1.0,0,-3,1.0,0,2
-2.0,0,2,-0.5,0,0,0.5,0,2,-1.0,0,-2
0.0,0,0,2.0,0,-1,-2.0,0,1,1.5,0,2
0.0,0,0,0.0,0,0,0.0,0,0,-2.0,0,0
0.0,0,0,0.0,0,0,-1.0,0,1,1.0,0,0
1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0
0.0,0,0,0.0,0,0,0.0,0,-1,-1.0,0,0
0.0,0,0,0.0,0,0,-1.0,0,0,0.0,0,-1
0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0
-1.0,0,0,-0.5,0,0,1.0,0,0,1.0,0,-1
0.0,0,0,0.0,0,0,-1.0,0,0,1.0,0,0
0.0,0,0,0.0,0,1,-1.0,0,0,-2.0,0,0
0.0,0,0,0.0,0,0,-2.0,0,0,0.0,0,0
0.0,0,0,0.0,0,0,-3.0,0,1,-1.0,0,0
-0.5,0,0,0.0,0,0,-0.5,0,2,-0.5,0,0
0.0,0,0,0.0,0,0,-1.0,0,1,-0.5,0,1
0.0,0,0,-0.5,0,1,-4.0,0,-1,-1.0,0,1
1.0,0,4,1.0,0,0,0.0,0,1,0.5,0,-1
-0.5,0,0,-0.5,0,0,-1.0,0,4,1.0,0,-2
0.5,0,0,0.0,0,2,-1.0,0,-1,0.0,0,2
-0.5,0,0,0.5,0,0,1.0,0,1,-1.0,-1,-2
0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1
-1.5,0,1,-0.5,0,0,0.5,0,1,-1.0,0,0
0.0,0,0,3.0,0,0,1.0,0,0,1.0,0,1
1.0,0,0,2.0,0,4,0.0,0,-1,-1.0,0,0
-0.5,0,0,-0.5,0,0,-0.5,0,0,-1.0,0,-1
-0.5,0,0,-0.5,0,0,-1.0,0,1,-1.5,0,0
0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0
-2.0,0,-2,-0.5,0,0,-0.5,0,-2,0.0,0,0
0.0,0,0,0.0,0,0,2.0,0,-1,-0.5,0,0
-1.5,0,-2,-4.0,0,-1,-0.5,0,-2,0.0,0,0
-1.5,0,-1,-1.5,0,-2,-5.5,0,-3,-1.5,0,2
-2.0,0,-1,1.0,0,1,-4.0,0,-1,-1.5,0,0
2.0,0,0,1.0,0,-1,-7.0,0,0,0.0,0,-1
-3.5,0,-4,3.0,0,-3,1.5,0,0,-1.0,0,2
-3.5,0,-1,-1.5,0,-3,-1.0,0,-2,-2.5,0,-1
1.0,0,0,-3.0,0,-2,-2.0,0,1,0.0,0,0
-1.0,0,0,-1.0,0,-2,-6.0,0,-3,-1.0,0,1
-2.0,0,2,-3.0,0,0,-3.0,0,0,-4.0,0,-1
-2.0,0,0,0.0,0,-1,-3.0,0,-1,1.0,0,4
-0.5,0,-1,0.0,0,0,0.0,0,1,-2.0,0,1
0.0,0,0,0.5,0,3,-5.0,0,-1,0.0,0,1
2.5,0,4,4.5,0,5,-3.5,0,1,2.0,0,3
0.5,0,2,-2.0,0,2,-6.0,0,0,-1.5,0,0
-1.0,0,0,-2.0,0,0,-4.0,0,-2,0.0,0,7
-2.0,0,2,6.0,0,2,-4.0,0,0,-3.0,0,-1
-2.0,0,-1,3.0,0,-2,-1.0,0,-4,-3.0,0,0
0.5,0,0,6.0,0,3,-1.0,0,-1,2.0,0,-5
5.0,0,2,2.0,0,2,1.0,0,2,4.0,0,4
0.0,0,1,0.0,0,0,-3.0,0,-2,4.0,0,4
-1.0,0,0,1.0,0,0,-2.0,0,0,-1.0,0,1
-0.5,0,-1,-1.0,0,-1,0.5,0,0,0.0,0,2
-1.0,0,1,2.0,0,1,-4.0,0,-1,1.0,0,2
-1.0,0,0,0.0,0,1,-2.0,0,-1,-2.0,0,0
2.5,0,0,1.5,0,-1,-4.0,0,0,0.0,0,1
-1.0,0,0,1.0,0,0,-2.5,0,-2,-1.0,0,1
-0.5,0,0,0.0,0,1,-5.0,0,-3,-1.5,0,-1
-2.0,0,3,0.0,0,1,-6.0,0,-1,-2.0,0,0
-1.0,0,1,1.0,0,-2,-8.0,0,-3,-2.5,0,1
2.0,0,0,0.0,0,-1,-6.0,1,1,-2.0,1,-4
0.0,0,1,1.0,0,0,6.0,0,0,-3.0,0,2
1.0,0,1,0.0,1,0,-3.0,0,-3,-1.0,0,1
-2.0,1,3,-1.5,-1,2,-4.0,0,0,-4.0,-1,-2
0.5,-2,-1,0.5,0,0,-2.5,0,1,-3.0,0,1
-3.0,0,1,0.0,0,1,-3.0,0,-1,-1.5,0,-1
0.0,0,0,0.0,0,-3,-3.0,0,1,-5.0,0,-1
2.0,0,0,2.0,0,2,-7.0,0,-4,0.0,0,1
-1.0,0,0,0.0,0,0,-6.0,0,0,-4.0,0,-1
0.5,0,0,2.0,0,-1,-5.0,0,0,-4.0,0,1
-1.0,0,0,-3.0,0,2,0.0,0,-1,-0.5,0,1
1.0,0,0,-0.5,0,1,-3.0,0,1,1.0,0,3
1.0,0,3,1.0,0,1,-0.5,0,-2,1.0,0,1
0.5,0,-2,-2.0,0,7,-3.0,0,-1,-0.5,0,2
0.5,0,3,1.5,0,1,-2.5,0,5,-1.0,0,0
-0.5,1,0,1.0,0,1,-3.5,0,1,1.5,0,3
3.0,0,1,2.0,0,0,-2.0,0,-1,-0.5,0,0
3.0,0,0,0.5,-5,-1,-6.0,2,-1,1.0,0,0
0.5,0,0,2.0,0,0,-3.5,0,-1,1.0,0,-5
1.0,0,-1,-1.0,0,0,-2.0,0,-1,-1.0,0,-1
1.0,0,1,1.5,0,0,-2.0,0,-1,-2.0,0,1
2.0,0,0,2.0,0,1,-3.0,0,0,0.0,0,-1
1.0,0,1,1.0,0,0,-2.5,0,-2,-1.5,0,0
3.0,0,2,3.0,0,0,-5.0,0,-4,0.5,0,1
2.0,0,0,3.0,0,0,-3.0,0,1,0.0,0,0
2.0,0,1,3.0,0,-1,-3.0,0,-2,0.0,0,0
1.0,0,0,-0.5,0,0,-1.0,0,0,0.0,0,0
-0.5,0,0,2.0,0,0,-1.5,0,-1,0.0,0,0
3.0,0,1,-0.5,0,0,-1.0,0,-4,-1.5,0,0
0.5,0,0,1.0,0,-1,-2.0,0,-2,2.0,0,2
0.0,0,1,1.0,0,1,-2.0,0,0,0.0,0,1
1.0,0,1,2.5,0,1,0.0,0,-1,-1.0,0,0
2.0,0,0,1.0,0,1,-1.5,0,1,2.0,0,0
4.0,0,0,0.0,0,1,0.0,0,-3,0.0,0,0
4.0,0,0,0.0,0,0,-3.0,0,0,1.0,0,1
-0.5,0,0,1.5,0,-1,-2.0,0,3,0.0,0,1
1.0,0,-1,2.0,0,1,-0.5,0,0,0.0,0,0
4.5,0,0,0.5,0,0,1.0,0,-2,0.0,0,0
2.5,0,0,3.5,0,0,-5.5,0,0,-1.5,0,-1
2.0,0,-1,-1.5,0,1,-1.0,0,-2,2.0,0,-1
-1.5,0,0,-1.0,0,0,-3.0,1,3,-1.0,0,1
1.0,0,1,-1.0,0,-1,-3.0,0,0,-1.0,0,0
2.0,0,0,-1.0,0,1,-2.5,0,-1,-1.5,0,0
0.5,0,0,0.0,0,-1,-1.0,0,1,-1.0,0,-2
0.0,0,0,0.0,0,0,1.5,0,-1,0.5,0,-2
4.5,0,-2,-0.5,0,0,-3.0,0,-2,-1.0,1,-1
2.5,0,0,-1.0,0,1,-3.5,0,-4,-1.0,0,-2
2.5,0,-1,0.0,0,1,0.0,0,-4,3.5,0,0
1.0,0,0,-2.0,0,-1,-1.0,0,0,1.0,0,3
4.0,0,1,-1.5,0,0,-5.5,0,1,0.5,0,-1
1.0,0,-1,0.0,0,1,-4.5,0,0,-0.5,0,0
1.5,0,-1,-1.0,0,3,-3.0,0,2,0.0,0,0
2.0,0,-1,-3.0,0,1,0.0,0,2,1.0,0,0
2.5,0,0,2.5,0,-1,-3.0,0,-1,-1.0,0,1
0.5,0,3,1.0,0,4,-3.5,0,-1,-0.5,0,-2
2.5,0,0,-1.5,0,0,1.0,0,-1,3.0,0,1
4.0,0,1,-1.0,0,1,-1.5,0,-2,1.5,0,1
0.0,0,0,0.0,0,-1,-4.0,0,2,2.0,0,-1
4.0,0,0,-2.0,0,0,-3.0,0,0,-1.0,0,-1
1.0,0,-1,-3.5,0,0,-6.0,0,1,0.0,0,0
1.0,1,0,1.0,0,0,-4.5,0,1,-2.5,0,-1
2.5,0,0,-4.0,0,0,-2.0,0,-2,2.5,0,0
1.0,0,0,1.0,0,1,-1.0,0,-1,-1.0,0,0
1.0,0,1,-2.5,0,1,-2.0,0,2,1.0,0,2
0.0,0,0,-2.5,0,0,-6.0,0,1,-2.0,0,1
3.5,0,1,-6.5,1,3,-4.0,0,-1,-2.0,0,-1
2.5,0,-1,-1.0,0,1,-1.0,0,2,-0.5,0,0
0.5,0,1,-1.0,1,-1,-2.5,0,2,0.5,0,2
1.0,0,1,-2.0,0,0,-4.0,0,1,-3.0,0,-2
2.0,0,0,1.0,0,2,1.0,0,-1,-1.0,0,1
