type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12340:9280db,IQvia1:12340:02cf38,Gender
bar,y3,x3,IQvia1:12340:ece6cf,IQvia1:12340:ea2a3f,AgeAtIndexDate
bar,y5,x5,IQvia1:12340:f3ca00,IQvia1:12340:0d04be,YearOfIndexDate
bar,y7,x7,IQvia1:12340:38b650,IQvia1:12340:45599f,Duration of Therapy
bar,y9,x9,IQvia1:12340:fc517e,IQvia1:12340:e460b7,asthma_ndc
bar,y11,x11,IQvia1:12340:3892c3,IQvia1:12340:e460b7,ALL PSYCHIATRIC EVENTS
bar,y13,x13,IQvia1:12340:0d7f86,IQvia1:12340:e460b7,SEXUAL MATURITY DISORDERS
bar,y15,x15,IQvia1:12340:f1b51e,IQvia1:12340:e460b7,Dexamphetamine
bar,y2,x2,IQvia1:12340:9280db,IQvia1:12340:b910c8,Gender
bar,y4,x4,IQvia1:12340:f4ce08,IQvia1:12340:f136f3,AgeAtIndexDate
bar,y6,x6,IQvia1:12340:f3ca00,IQvia1:12340:c6cde6,YearOfIndexDate
bar,y8,x8,IQvia1:12340:37ba09,IQvia1:12340:1d6f73,Duration of Therapy
bar,y10,x10,IQvia1:12340:fc517e,IQvia1:12340:e460b7,asthma_ndc
bar,y12,x12,IQvia1:12340:3892c3,IQvia1:12340:e460b7,ALL PSYCHIATRIC EVENTS
bar,y14,x14,IQvia1:12340:0d7f86,IQvia1:12340:e460b7,SEXUAL MATURITY DISORDERS
bar,y16,x16,IQvia1:12340:f1b51e,IQvia1:12340:e460b7,Dexamphetamine
