type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12102:0c2d5e,IQvia1:12102:8ad7cf,Gender
bar,y3,x3,IQvia1:12102:f6c467,IQvia1:12102:4ecded,Age
bar,y5,x5,IQvia1:12102:205bb3,IQvia1:12102:14b0ee,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12102:2ba3b1,IQvia1:12102:14b0ee,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12102:38bea8,IQvia1:12102:14b0ee,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12102:1637da,IQvia1:12102:14b0ee,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12102:22ad16,IQvia1:12102:14b0ee,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12102:e491e8,IQvia1:12102:14b0ee,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12102:0d0a36,IQvia1:12102:14b0ee,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12102:4a6482,IQvia1:12102:14b0ee,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12102:0c2d5e,IQvia1:12102:14b0ee,Gender
bar,y4,x4,IQvia1:12102:f6c467,IQvia1:12102:4ecded,Age
bar,y6,x6,IQvia1:12102:205bb3,IQvia1:12102:14b0ee,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12102:2ba3b1,IQvia1:12102:14b0ee,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12102:38bea8,IQvia1:12102:14b0ee,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12102:1637da,IQvia1:12102:14b0ee,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12102:22ad16,IQvia1:12102:14b0ee,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12102:e491e8,IQvia1:12102:14b0ee,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12102:0d0a36,IQvia1:12102:14b0ee,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12102:4a6482,IQvia1:12102:14b0ee,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
