type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12334:c67556,IQvia1:12334:87c193,Gender
bar,y3,x3,IQvia1:12334:ee8ea5,IQvia1:12334:e0c833,AgeAtIndexDate
bar,y5,x5,IQvia1:12334:ff043b,IQvia1:12334:cd845c,YearOfIndexDate
bar,y7,x7,IQvia1:12334:9a5fdf,IQvia1:12334:c9ec0f,Duration of Therapy
bar,y9,x9,IQvia1:12334:5f2658,IQvia1:12334:3f249f,asthma_ndc
bar,y11,x11,IQvia1:12334:1cf3a8,IQvia1:12334:3f249f,ALL PSYCHIATRIC EVENTS
bar,y13,x13,IQvia1:12334:439449,IQvia1:12334:3f249f,SEXUAL MATURITY DISORDERS
bar,y15,x15,IQvia1:12334:970b32,IQvia1:12334:3f249f,Dexamphetamine
bar,y2,x2,IQvia1:12334:c67556,IQvia1:12334:2b8f56,Gender
bar,y4,x4,IQvia1:12334:4a0e2c,IQvia1:12334:f323d6,AgeAtIndexDate
bar,y6,x6,IQvia1:12334:ff043b,IQvia1:12334:cd845c,YearOfIndexDate
bar,y8,x8,IQvia1:12334:8c5f07,IQvia1:12334:c06389,Duration of Therapy
bar,y10,x10,IQvia1:12334:5f2658,IQvia1:12334:3f249f,asthma_ndc
bar,y12,x12,IQvia1:12334:1cf3a8,IQvia1:12334:3f249f,ALL PSYCHIATRIC EVENTS
bar,y14,x14,IQvia1:12334:439449,IQvia1:12334:3f249f,SEXUAL MATURITY DISORDERS
bar,y16,x16,IQvia1:12334:970b32,IQvia1:12334:3f249f,Dexamphetamine
