type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:11970:ec5f0e,IQvia1:11970:4925dd,Gender
bar,y2,x2,IQvia1:11970:8d81ce,IQvia1:11970:1f3d3f,Age
bar,y3,x3,IQvia1:11970:609fbd,IQvia1:11970:4fe461,STOMATOLOGICAL PREPARATIONS
bar,y4,x4,IQvia1:11970:ed749f,IQvia1:11970:4fe461,DRUGS FOR ACID RELATED DISORDERS
bar,y5,x5,IQvia1:11970:67ca88,IQvia1:11970:4fe461,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y6,x6,IQvia1:11970:e2b992,IQvia1:11970:4fe461,ANTIHYPERTENSIVES
bar,y7,x7,IQvia1:11970:1d8cde,IQvia1:11970:4fe461,ANTIEMETICS AND ANTINAUSEANTS
bar,y8,x8,IQvia1:11970:560624,IQvia1:11970:4fe461,DRUGS FOR CONSTIPATION
bar,y9,x9,IQvia1:11970:4673f3,IQvia1:11970:4fe461,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y10,x10,IQvia1:11970:39f311,IQvia1:11970:4fe461,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
