type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:11998:3520a6,IQvia1:11998:b0616a,Gender
bar,y2,x2,IQvia1:11998:20dfdc,IQvia1:11998:29ae62,Age
bar,y3,x3,IQvia1:11998:9c43d2,IQvia1:11998:c6e4c6,STOMATOLOGICAL PREPARATIONS
bar,y4,x4,IQvia1:11998:f5e788,IQvia1:11998:c6e4c6,DRUGS FOR ACID RELATED DISORDERS
bar,y5,x5,IQvia1:11998:7d7636,IQvia1:11998:c6e4c6,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y6,x6,IQvia1:11998:708f72,IQvia1:11998:c6e4c6,ANTIHYPERTENSIVES
bar,y7,x7,IQvia1:11998:a11e0e,IQvia1:11998:c6e4c6,ANTIEMETICS AND ANTINAUSEANTS
bar,y8,x8,IQvia1:11998:635c32,IQvia1:11998:c6e4c6,DRUGS FOR CONSTIPATION
bar,y9,x9,IQvia1:11998:958cdf,IQvia1:11998:c6e4c6,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y10,x10,IQvia1:11998:39c53f,IQvia1:11998:c6e4c6,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
