type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12104:4b6f5e,IQvia1:12104:326208,Gender
bar,y3,x3,IQvia1:12104:de56cf,IQvia1:12104:54bdc7,Age
bar,y5,x5,IQvia1:12104:c8a614,IQvia1:12104:0003d6,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12104:0abda6,IQvia1:12104:0003d6,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12104:726383,IQvia1:12104:0003d6,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12104:31860a,IQvia1:12104:0003d6,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12104:67ccca,IQvia1:12104:0003d6,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12104:e85893,IQvia1:12104:0003d6,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12104:039e56,IQvia1:12104:0003d6,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12104:587d92,IQvia1:12104:0003d6,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12104:4b6f5e,IQvia1:12104:0003d6,Gender
bar,y4,x4,IQvia1:12104:de56cf,IQvia1:12104:54bdc7,Age
bar,y6,x6,IQvia1:12104:c8a614,IQvia1:12104:0003d6,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12104:0abda6,IQvia1:12104:0003d6,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12104:726383,IQvia1:12104:0003d6,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12104:31860a,IQvia1:12104:0003d6,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12104:67ccca,IQvia1:12104:0003d6,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12104:e85893,IQvia1:12104:0003d6,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12104:039e56,IQvia1:12104:0003d6,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12104:587d92,IQvia1:12104:0003d6,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
