type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12112:40ae79,IQvia1:12112:d4c97e,Gender
bar,y3,x3,IQvia1:12112:ccc0fc,IQvia1:12112:798f4d,Age
bar,y5,x5,IQvia1:12112:1b1aaf,IQvia1:12112:b48af3,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12112:e3ad53,IQvia1:12112:b48af3,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12112:c75ceb,IQvia1:12112:b48af3,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12112:90b6de,IQvia1:12112:b48af3,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12112:ba475b,IQvia1:12112:b48af3,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12112:33a365,IQvia1:12112:b48af3,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12112:31521c,IQvia1:12112:b48af3,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12112:2f46d2,IQvia1:12112:b48af3,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12112:40ae79,IQvia1:12112:b48af3,Gender
bar,y4,x4,IQvia1:12112:ccc0fc,IQvia1:12112:e0b7f8,Age
bar,y6,x6,IQvia1:12112:1b1aaf,IQvia1:12112:b48af3,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12112:e3ad53,IQvia1:12112:b48af3,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12112:c75ceb,IQvia1:12112:b48af3,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12112:90b6de,IQvia1:12112:b48af3,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12112:ba475b,IQvia1:12112:b48af3,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12112:33a365,IQvia1:12112:b48af3,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12112:31521c,IQvia1:12112:b48af3,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12112:2f46d2,IQvia1:12112:b48af3,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
