type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:11972:7e338d,IQvia1:11972:e1b124,Gender
bar,y2,x2,IQvia1:11972:5689a8,IQvia1:11972:f01bb4,Age
bar,y3,x3,IQvia1:11972:e1b0ef,IQvia1:11972:6434dd,STOMATOLOGICAL PREPARATIONS
bar,y4,x4,IQvia1:11972:da245c,IQvia1:11972:6434dd,DRUGS FOR ACID RELATED DISORDERS
bar,y5,x5,IQvia1:11972:4676c9,IQvia1:11972:6434dd,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y6,x6,IQvia1:11972:45c601,IQvia1:11972:6434dd,ANTIHYPERTENSIVES
bar,y7,x7,IQvia1:11972:ab7027,IQvia1:11972:6434dd,ANTIEMETICS AND ANTINAUSEANTS
bar,y8,x8,IQvia1:11972:ce0dbc,IQvia1:11972:6434dd,DRUGS FOR CONSTIPATION
bar,y9,x9,IQvia1:11972:afb3e3,IQvia1:11972:6434dd,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y10,x10,IQvia1:11972:48b99e,IQvia1:11972:6434dd,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
