type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12002:0f8060,IQvia1:12002:680b2f,Gender
bar,y3,x3,IQvia1:12002:a90c3a,IQvia1:12002:31533e,Age
bar,y5,x5,IQvia1:12002:e50461,IQvia1:12002:4b4259,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12002:63b337,IQvia1:12002:4b4259,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12002:ed0a2d,IQvia1:12002:4b4259,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12002:c492d8,IQvia1:12002:4b4259,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12002:3a1a72,IQvia1:12002:4b4259,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12002:807aca,IQvia1:12002:4b4259,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12002:f8ae0c,IQvia1:12002:4b4259,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12002:7579a2,IQvia1:12002:4b4259,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12002:0f8060,IQvia1:12002:4b4259,Gender
bar,y4,x4,IQvia1:12002:a90c3a,IQvia1:12002:31533e,Age
bar,y6,x6,IQvia1:12002:e50461,IQvia1:12002:4b4259,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12002:63b337,IQvia1:12002:4b4259,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12002:ed0a2d,IQvia1:12002:4b4259,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12002:c492d8,IQvia1:12002:4b4259,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12002:3a1a72,IQvia1:12002:4b4259,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12002:807aca,IQvia1:12002:4b4259,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12002:f8ae0c,IQvia1:12002:4b4259,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12002:7579a2,IQvia1:12002:4b4259,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
