type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:11974:b04586,IQvia1:11974:b2fd09,Gender
bar,y3,x3,IQvia1:11974:087382,IQvia1:11974:b4fbec,Age
bar,y5,x5,IQvia1:11974:ca9bfc,IQvia1:11974:cd6623,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:11974:9165b7,IQvia1:11974:cd6623,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:11974:23c1d6,IQvia1:11974:cd6623,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:11974:4328f0,IQvia1:11974:cd6623,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:11974:b656c8,IQvia1:11974:cd6623,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:11974:565274,IQvia1:11974:cd6623,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:11974:163c43,IQvia1:11974:cd6623,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:11974:c20dc2,IQvia1:11974:cd6623,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:11974:b04586,IQvia1:11974:cd6623,Gender
bar,y4,x4,IQvia1:11974:087382,IQvia1:11974:b4fbec,Age
bar,y6,x6,IQvia1:11974:ca9bfc,IQvia1:11974:cd6623,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:11974:9165b7,IQvia1:11974:cd6623,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:11974:23c1d6,IQvia1:11974:cd6623,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:11974:4328f0,IQvia1:11974:cd6623,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:11974:b656c8,IQvia1:11974:cd6623,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:11974:565274,IQvia1:11974:cd6623,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:11974:163c43,IQvia1:11974:cd6623,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:11974:c20dc2,IQvia1:11974:cd6623,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
