type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12460:a344ea,IQvia1:12460:947477,GENDER
bar,y3,x3,IQvia1:12460:dc6597,IQvia1:12460:3ab935,AGEGROUP
bar,y5,x5,IQvia1:12460:a384ac,IQvia1:12460:0bd2da,HEPATITIS BC
bar,y7,x7,IQvia1:12460:bfc07a,IQvia1:12460:0bd2da,TUBERCULOSIS
bar,y9,x9,IQvia1:12460:853e1f,IQvia1:12460:0bd2da,HIV
bar,y11,x11,IQvia1:12460:f07ae5,IQvia1:12460:0bd2da,TACROLIMUS
bar,y13,x13,IQvia1:12460:e4a76b,IQvia1:12460:0bd2da,AZATHIOPRINE
bar,y15,x15,IQvia1:12460:30c2f7,IQvia1:12460:0bd2da,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y2,x2,IQvia1:12460:a344ea,IQvia1:12460:947477,GENDER
bar,y4,x4,IQvia1:12460:dc6597,IQvia1:12460:3ab935,AGEGROUP
bar,y6,x6,IQvia1:12460:a384ac,IQvia1:12460:0bd2da,HEPATITIS BC
bar,y8,x8,IQvia1:12460:bfc07a,IQvia1:12460:0bd2da,TUBERCULOSIS
bar,y10,x10,IQvia1:12460:853e1f,IQvia1:12460:0bd2da,HIV
bar,y12,x12,IQvia1:12460:f07ae5,IQvia1:12460:0bd2da,TACROLIMUS
bar,y14,x14,IQvia1:12460:e4a76b,IQvia1:12460:0bd2da,AZATHIOPRINE
bar,y16,x16,IQvia1:12460:30c2f7,IQvia1:12460:0bd2da,TUMOUR NECROSIS FACTOR PRODUCTS
