type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12148:9875c4,IQvia1:12148:1b7846,Gender
bar,y3,x3,IQvia1:12148:3e17eb,IQvia1:12148:9f7fbc,AgeAtIndexDate
bar,y5,x5,IQvia1:12148:36b655,IQvia1:12148:7f5657,YearOfIndexDate
bar,y7,x7,IQvia1:12148:561a90,IQvia1:12148:41e5f0,Duration of Therapy
bar,y9,x9,IQvia1:12148:7296c2,IQvia1:12148:c843fa,asthma_ndc
bar,y11,x11,IQvia1:12148:f2c655,IQvia1:12148:c843fa,ALL PSYCHIATRIC EVENTS
bar,y13,x13,IQvia1:12148:84a073,IQvia1:12148:c843fa,SEXUAL MATURITY DISORDERS
bar,y15,x15,IQvia1:12148:90a5c1,IQvia1:12148:c843fa,Dexamphetamine
bar,y17,x17,IQvia1:12148:954694,IQvia1:12148:c843fa,Myocardial Infarction
bar,y2,x2,IQvia1:12148:9875c4,IQvia1:12148:3da140,Gender
bar,y4,x4,IQvia1:12148:6096bb,IQvia1:12148:ba67d9,AgeAtIndexDate
bar,y6,x6,IQvia1:12148:36b655,IQvia1:12148:7f5657,YearOfIndexDate
bar,y8,x8,IQvia1:12148:94a008,IQvia1:12148:f138e9,Duration of Therapy
bar,y10,x10,IQvia1:12148:7296c2,IQvia1:12148:c843fa,asthma_ndc
bar,y12,x12,IQvia1:12148:f2c655,IQvia1:12148:c843fa,ALL PSYCHIATRIC EVENTS
bar,y14,x14,IQvia1:12148:84a073,IQvia1:12148:c843fa,SEXUAL MATURITY DISORDERS
bar,y16,x16,IQvia1:12148:90a5c1,IQvia1:12148:c843fa,Dexamphetamine
bar,y18,x18,IQvia1:12148:954694,IQvia1:12148:c843fa,Myocardial Infarction
