type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12408:a4f22c,IQvia1:12408:ec30e0,Gender
bar,y2,x2,IQvia1:12408:5fc329,IQvia1:12408:3cd0f5,Age
bar,y3,x3,IQvia1:12408:7dde95,IQvia1:12408:172cbe,STOMATOLOGICAL PREPARATIONS
bar,y4,x4,IQvia1:12408:505e1f,IQvia1:12408:172cbe,DRUGS FOR ACID RELATED DISORDERS
bar,y5,x5,IQvia1:12408:16a0d6,IQvia1:12408:172cbe,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y6,x6,IQvia1:12408:cc77ef,IQvia1:12408:172cbe,ANTIHYPERTENSIVES
bar,y7,x7,IQvia1:12408:7b289b,IQvia1:12408:172cbe,ANTIEMETICS AND ANTINAUSEANTS
bar,y8,x8,IQvia1:12408:5c2078,IQvia1:12408:172cbe,DRUGS FOR CONSTIPATION
bar,y9,x9,IQvia1:12408:d94478,IQvia1:12408:172cbe,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y10,x10,IQvia1:12408:677984,IQvia1:12408:172cbe,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
