type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12414:b3d95e,IQvia1:12414:93cfa4,Gender
bar,y3,x3,IQvia1:12414:3de33d,IQvia1:12414:277a35,Age
bar,y5,x5,IQvia1:12414:711951,IQvia1:12414:24aa3e,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12414:2d52f5,IQvia1:12414:24aa3e,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12414:3e6d7d,IQvia1:12414:24aa3e,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12414:81c58c,IQvia1:12414:24aa3e,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12414:eaa84b,IQvia1:12414:24aa3e,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12414:be6efe,IQvia1:12414:24aa3e,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12414:4effcd,IQvia1:12414:24aa3e,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12414:1910c2,IQvia1:12414:24aa3e,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12414:b3d95e,IQvia1:12414:24aa3e,Gender
bar,y4,x4,IQvia1:12414:3de33d,IQvia1:12414:277a35,Age
bar,y6,x6,IQvia1:12414:711951,IQvia1:12414:24aa3e,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12414:2d52f5,IQvia1:12414:24aa3e,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12414:3e6d7d,IQvia1:12414:24aa3e,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12414:81c58c,IQvia1:12414:24aa3e,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12414:eaa84b,IQvia1:12414:24aa3e,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12414:be6efe,IQvia1:12414:24aa3e,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12414:4effcd,IQvia1:12414:24aa3e,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12414:1910c2,IQvia1:12414:24aa3e,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
