type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12108:09ea22,IQvia1:12108:aeff48,Gender
bar,y3,x3,IQvia1:12108:3f7dcd,IQvia1:12108:828ea1,Age
bar,y5,x5,IQvia1:12108:ec8589,IQvia1:12108:a084e6,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12108:1915ee,IQvia1:12108:a084e6,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12108:4b45a5,IQvia1:12108:a084e6,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12108:d72990,IQvia1:12108:a084e6,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12108:071d17,IQvia1:12108:a084e6,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12108:4f1e2e,IQvia1:12108:a084e6,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12108:a1fcdc,IQvia1:12108:a084e6,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12108:8e4eff,IQvia1:12108:a084e6,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12108:09ea22,IQvia1:12108:a084e6,Gender
bar,y4,x4,IQvia1:12108:3f7dcd,IQvia1:12108:828ea1,Age
bar,y6,x6,IQvia1:12108:ec8589,IQvia1:12108:a084e6,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12108:1915ee,IQvia1:12108:a084e6,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12108:4b45a5,IQvia1:12108:a084e6,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12108:d72990,IQvia1:12108:a084e6,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12108:071d17,IQvia1:12108:a084e6,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12108:4f1e2e,IQvia1:12108:a084e6,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12108:a1fcdc,IQvia1:12108:a084e6,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12108:8e4eff,IQvia1:12108:a084e6,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
