type,yaxis,xaxis,ysrc,line.width,xsrc,line.dash,mode,line.color,name
scatter,y1,x1,erasmocf.ufrgs:82:ff9837,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (31, 119, 180, 1)",close
scatter,y1,x1,erasmocf.ufrgs:82:f1d9a1,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (255, 127, 14, 1)",MA180
scatter,y1,x1,erasmocf.ufrgs:82:6ef91d,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (44, 160, 44, 1)",MA90
scatter,y1,x1,erasmocf.ufrgs:82:82a061,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (214, 39, 40, 1)",MA30
scatter,y1,x1,erasmocf.ufrgs:82:95f6ba,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (148, 103, 189, 1)",MA15
scatter,y1,x1,erasmocf.ufrgs:82:94c735,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (140, 86, 75, 1)",MA7
scatter,y1,x1,erasmocf.ufrgs:82:375e59,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (227, 119, 194, 1)",MA1
scatter,y2,x1,erasmocf.ufrgs:82:9e742e,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (31, 119, 180, 1)",log_MA1/7
scatter,y2,x1,erasmocf.ufrgs:82:7b2751,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (255, 127, 14, 1)",log_MA7/15
scatter,y2,x1,erasmocf.ufrgs:82:7a3ca2,1.5,erasmocf.ufrgs:82:c036b3,solid,lines,"rgba (44, 160, 44, 1)",log_MA15/30
scatter,y3,x1,erasmocf.ufrgs:82:29bf71,1.5,erasmocf.ufrgs:82:33c67c,solid,lines,"rgba (31, 119, 180, 1)",close
scatter,y3,x1,erasmocf.ufrgs:82:6c6298,1.5,erasmocf.ufrgs:82:33c67c,solid,lines,"rgba (255, 127, 14, 1)",MA30
scatter,y3,x1,erasmocf.ufrgs:82:5b00e8,1.5,erasmocf.ufrgs:82:33c67c,solid,lines,"rgba (44, 160, 44, 1)",MA15
scatter,y3,x1,erasmocf.ufrgs:82:14a462,1.5,erasmocf.ufrgs:82:33c67c,solid,lines,"rgba (214, 39, 40, 1)",MA7
scatter,y3,x1,erasmocf.ufrgs:82:da5db8,1.5,erasmocf.ufrgs:82:33c67c,solid,lines,"rgba (148, 103, 189, 1)",MA1
