type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12010:63f608,IQvia1:12010:430c54,Gender
bar,y3,x3,IQvia1:12010:689445,IQvia1:12010:16a5b9,Age
bar,y5,x5,IQvia1:12010:02045d,IQvia1:12010:f648dd,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12010:200841,IQvia1:12010:f648dd,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12010:a2b4fb,IQvia1:12010:f648dd,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12010:1e6f42,IQvia1:12010:f648dd,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12010:b8524d,IQvia1:12010:f648dd,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12010:6fe4b7,IQvia1:12010:f648dd,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12010:696e32,IQvia1:12010:f648dd,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12010:829aab,IQvia1:12010:f648dd,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12010:63f608,IQvia1:12010:f648dd,Gender
bar,y4,x4,IQvia1:12010:689445,IQvia1:12010:9e026e,Age
bar,y6,x6,IQvia1:12010:02045d,IQvia1:12010:f648dd,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12010:200841,IQvia1:12010:f648dd,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12010:a2b4fb,IQvia1:12010:f648dd,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12010:1e6f42,IQvia1:12010:f648dd,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12010:b8524d,IQvia1:12010:f648dd,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12010:6fe4b7,IQvia1:12010:f648dd,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12010:696e32,IQvia1:12010:f648dd,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12010:829aab,IQvia1:12010:f648dd,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
