type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:11984:2590ea,IQvia1:11984:ee18d5,Gender
bar,y3,x3,IQvia1:11984:de0234,IQvia1:11984:6a1546,Age
bar,y5,x5,IQvia1:11984:1352f0,IQvia1:11984:83db67,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:11984:976471,IQvia1:11984:83db67,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:11984:d1bf7a,IQvia1:11984:83db67,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:11984:767ecd,IQvia1:11984:83db67,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:11984:09803d,IQvia1:11984:83db67,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:11984:03e149,IQvia1:11984:83db67,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:11984:4eb605,IQvia1:11984:83db67,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:11984:317076,IQvia1:11984:83db67,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:11984:2590ea,IQvia1:11984:83db67,Gender
bar,y4,x4,IQvia1:11984:de0234,IQvia1:11984:881e84,Age
bar,y6,x6,IQvia1:11984:1352f0,IQvia1:11984:83db67,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:11984:976471,IQvia1:11984:83db67,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:11984:d1bf7a,IQvia1:11984:83db67,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:11984:767ecd,IQvia1:11984:83db67,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:11984:09803d,IQvia1:11984:83db67,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:11984:03e149,IQvia1:11984:83db67,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:11984:4eb605,IQvia1:11984:83db67,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:11984:317076,IQvia1:11984:83db67,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
