type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12410:686448,IQvia1:12410:15f6e9,Gender
bar,y3,x3,IQvia1:12410:511914,IQvia1:12410:d58ed7,Age
bar,y5,x5,IQvia1:12410:7a17d6,IQvia1:12410:ddc22d,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12410:c455ad,IQvia1:12410:ddc22d,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12410:9a8fa6,IQvia1:12410:ddc22d,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12410:ddd7d4,IQvia1:12410:ddc22d,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12410:676a3d,IQvia1:12410:ddc22d,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12410:8b9251,IQvia1:12410:ddc22d,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12410:50de4c,IQvia1:12410:ddc22d,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12410:566372,IQvia1:12410:ddc22d,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12410:686448,IQvia1:12410:ddc22d,Gender
bar,y4,x4,IQvia1:12410:511914,IQvia1:12410:d58ed7,Age
bar,y6,x6,IQvia1:12410:7a17d6,IQvia1:12410:ddc22d,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12410:c455ad,IQvia1:12410:ddc22d,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12410:9a8fa6,IQvia1:12410:ddc22d,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12410:ddd7d4,IQvia1:12410:ddc22d,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12410:676a3d,IQvia1:12410:ddc22d,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12410:8b9251,IQvia1:12410:ddc22d,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12410:50de4c,IQvia1:12410:ddc22d,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12410:566372,IQvia1:12410:ddc22d,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
