type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12418:c440cc,IQvia1:12418:35ff65,Gender
bar,y3,x3,IQvia1:12418:cd6376,IQvia1:12418:03c35d,Age
bar,y5,x5,IQvia1:12418:b95c5b,IQvia1:12418:4ff833,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12418:d52e92,IQvia1:12418:4ff833,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12418:245c34,IQvia1:12418:4ff833,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12418:28de3a,IQvia1:12418:4ff833,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12418:3a073b,IQvia1:12418:4ff833,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12418:887137,IQvia1:12418:4ff833,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12418:9dfd52,IQvia1:12418:4ff833,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12418:a77a58,IQvia1:12418:4ff833,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12418:c440cc,IQvia1:12418:4ff833,Gender
bar,y4,x4,IQvia1:12418:cd6376,IQvia1:12418:50715b,Age
bar,y6,x6,IQvia1:12418:b95c5b,IQvia1:12418:4ff833,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12418:d52e92,IQvia1:12418:4ff833,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12418:245c34,IQvia1:12418:4ff833,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12418:28de3a,IQvia1:12418:4ff833,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12418:3a073b,IQvia1:12418:4ff833,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12418:887137,IQvia1:12418:4ff833,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12418:9dfd52,IQvia1:12418:4ff833,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12418:a77a58,IQvia1:12418:4ff833,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
