type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12464:acbb63,IQvia1:12464:fc0f36,GENDER
bar,y3,x3,IQvia1:12464:246eb4,IQvia1:12464:3c5e01,AGEGROUP
bar,y5,x5,IQvia1:12464:66243d,IQvia1:12464:72d496,HEPATITIS BC
bar,y7,x7,IQvia1:12464:588ae4,IQvia1:12464:72d496,TUBERCULOSIS
bar,y9,x9,IQvia1:12464:df9764,IQvia1:12464:72d496,HIV
bar,y11,x11,IQvia1:12464:3f9603,IQvia1:12464:72d496,TACROLIMUS
bar,y13,x13,IQvia1:12464:36d35a,IQvia1:12464:72d496,AZATHIOPRINE
bar,y15,x15,IQvia1:12464:fdffab,IQvia1:12464:72d496,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y2,x2,IQvia1:12464:acbb63,IQvia1:12464:9f89e8,GENDER
bar,y4,x4,IQvia1:12464:246eb4,IQvia1:12464:7c78d3,AGEGROUP
bar,y6,x6,IQvia1:12464:66243d,IQvia1:12464:72d496,HEPATITIS BC
bar,y8,x8,IQvia1:12464:588ae4,IQvia1:12464:72d496,TUBERCULOSIS
bar,y10,x10,IQvia1:12464:df9764,IQvia1:12464:72d496,HIV
bar,y12,x12,IQvia1:12464:3f9603,IQvia1:12464:72d496,TACROLIMUS
bar,y14,x14,IQvia1:12464:36d35a,IQvia1:12464:72d496,AZATHIOPRINE
bar,y16,x16,IQvia1:12464:fdffab,IQvia1:12464:72d496,TUMOUR NECROSIS FACTOR PRODUCTS
