type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12012:d7cb02,IQvia1:12012:e03372,Gender
bar,y3,x3,IQvia1:12012:7f003b,IQvia1:12012:72a1bc,Age
bar,y5,x5,IQvia1:12012:c7abdb,IQvia1:12012:47de7b,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12012:461437,IQvia1:12012:47de7b,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12012:40c9bb,IQvia1:12012:47de7b,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12012:e70216,IQvia1:12012:47de7b,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12012:59f689,IQvia1:12012:47de7b,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12012:a8bfbc,IQvia1:12012:47de7b,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12012:9301be,IQvia1:12012:47de7b,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12012:e4f9b1,IQvia1:12012:47de7b,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12012:d7cb02,IQvia1:12012:47de7b,Gender
bar,y4,x4,IQvia1:12012:7f003b,IQvia1:12012:856a5c,Age
bar,y6,x6,IQvia1:12012:c7abdb,IQvia1:12012:47de7b,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12012:461437,IQvia1:12012:47de7b,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12012:40c9bb,IQvia1:12012:47de7b,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12012:e70216,IQvia1:12012:47de7b,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12012:59f689,IQvia1:12012:47de7b,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12012:a8bfbc,IQvia1:12012:47de7b,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12012:9301be,IQvia1:12012:47de7b,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12012:e4f9b1,IQvia1:12012:47de7b,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
