type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12434:ec6cb8,IQvia1:12434:0cdeb5,GENDER
bar,y3,x3,IQvia1:12434:31fe77,IQvia1:12434:39ee64,AGEGROUP
bar,y5,x5,IQvia1:12434:c5f3c5,IQvia1:12434:c15cb2,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y7,x7,IQvia1:12434:1dfaff,IQvia1:12434:7f4b04,INTESTINAL OBSTRUCTION
bar,y9,x9,IQvia1:12434:0c457c,IQvia1:12434:c15cb2,HEPATITIS BC
bar,y11,x11,IQvia1:12434:7492b3,IQvia1:12434:c15cb2,TUBERCULOSIS
bar,y13,x13,IQvia1:12434:49225a,IQvia1:12434:c15cb2,TACROLIMUS
bar,y15,x15,IQvia1:12434:fd2334,IQvia1:12434:c15cb2,AZATHIOPRINE
bar,y17,x17,IQvia1:12434:ed79b4,IQvia1:12434:c15cb2,COLOSTOMY / ILEOSTOMY
bar,y2,x2,IQvia1:12434:ec6cb8,IQvia1:12434:09337b,GENDER
bar,y4,x4,IQvia1:12434:31fe77,IQvia1:12434:4dbad1,AGEGROUP
bar,y6,x6,IQvia1:12434:c5f3c5,IQvia1:12434:c15cb2,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y8,x8,IQvia1:12434:1dfaff,IQvia1:12434:7f4b04,INTESTINAL OBSTRUCTION
bar,y10,x10,IQvia1:12434:0c457c,IQvia1:12434:c15cb2,HEPATITIS BC
bar,y12,x12,IQvia1:12434:7492b3,IQvia1:12434:c15cb2,TUBERCULOSIS
bar,y14,x14,IQvia1:12434:49225a,IQvia1:12434:c15cb2,TACROLIMUS
bar,y16,x16,IQvia1:12434:fd2334,IQvia1:12434:c15cb2,AZATHIOPRINE
bar,y18,x18,IQvia1:12434:ed79b4,IQvia1:12434:c15cb2,COLOSTOMY / ILEOSTOMY
