type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12356:00c452,IQvia1:12356:2fc4eb,Gender
bar,y3,x3,IQvia1:12356:3912ac,IQvia1:12356:dde2a6,AgeAtIndexDate
bar,y5,x5,IQvia1:12356:54d70f,IQvia1:12356:884215,YearOfIndexDate
bar,y7,x7,IQvia1:12356:284ec7,IQvia1:12356:d9ab16,Duration of Therapy
bar,y9,x9,IQvia1:12356:9d3117,IQvia1:12356:32588d,asthma_ndc
bar,y11,x11,IQvia1:12356:41a2e7,IQvia1:12356:32588d,ALL PSYCHIATRIC EVENTS
bar,y13,x13,IQvia1:12356:819b2f,IQvia1:12356:32588d,SEXUAL MATURITY DISORDERS
bar,y15,x15,IQvia1:12356:d480dc,IQvia1:12356:32588d,Dexamphetamine
bar,y2,x2,IQvia1:12356:00c452,IQvia1:12356:8d235c,Gender
bar,y4,x4,IQvia1:12356:3912ac,IQvia1:12356:dde2a6,AgeAtIndexDate
bar,y6,x6,IQvia1:12356:54d70f,IQvia1:12356:884215,YearOfIndexDate
bar,y8,x8,IQvia1:12356:284ec7,IQvia1:12356:d9ab16,Duration of Therapy
bar,y10,x10,IQvia1:12356:9d3117,IQvia1:12356:32588d,asthma_ndc
bar,y12,x12,IQvia1:12356:41a2e7,IQvia1:12356:32588d,ALL PSYCHIATRIC EVENTS
bar,y14,x14,IQvia1:12356:819b2f,IQvia1:12356:32588d,SEXUAL MATURITY DISORDERS
bar,y16,x16,IQvia1:12356:d480dc,IQvia1:12356:32588d,Dexamphetamine
