type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12008:48ae43,IQvia1:12008:76837e,Gender
bar,y3,x3,IQvia1:12008:239fc3,IQvia1:12008:c321b8,Age
bar,y5,x5,IQvia1:12008:388bc1,IQvia1:12008:5f2811,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12008:efe75c,IQvia1:12008:5f2811,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12008:ddfcde,IQvia1:12008:5f2811,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12008:2956ce,IQvia1:12008:5f2811,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12008:a223d6,IQvia1:12008:5f2811,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12008:252f69,IQvia1:12008:5f2811,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12008:0a2a99,IQvia1:12008:5f2811,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12008:4bc6c9,IQvia1:12008:5f2811,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12008:48ae43,IQvia1:12008:5f2811,Gender
bar,y4,x4,IQvia1:12008:239fc3,IQvia1:12008:c321b8,Age
bar,y6,x6,IQvia1:12008:388bc1,IQvia1:12008:5f2811,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12008:efe75c,IQvia1:12008:5f2811,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12008:ddfcde,IQvia1:12008:5f2811,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12008:2956ce,IQvia1:12008:5f2811,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12008:a223d6,IQvia1:12008:5f2811,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12008:252f69,IQvia1:12008:5f2811,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12008:0a2a99,IQvia1:12008:5f2811,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12008:4bc6c9,IQvia1:12008:5f2811,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
