type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12432:7f3122,IQvia1:12432:ada372,GENDER
bar,y3,x3,IQvia1:12432:f8b268,IQvia1:12432:26c665,AGEGROUP
bar,y5,x5,IQvia1:12432:f5fd96,IQvia1:12432:3402f2,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y7,x7,IQvia1:12432:0ef66b,IQvia1:12432:9fe279,INTESTINAL OBSTRUCTION
bar,y9,x9,IQvia1:12432:554f5c,IQvia1:12432:3402f2,HEPATITIS BC
bar,y11,x11,IQvia1:12432:cb94bb,IQvia1:12432:3402f2,TUBERCULOSIS
bar,y13,x13,IQvia1:12432:14d2fc,IQvia1:12432:3402f2,TACROLIMUS
bar,y15,x15,IQvia1:12432:c5dce6,IQvia1:12432:3402f2,AZATHIOPRINE
bar,y17,x17,IQvia1:12432:4f0068,IQvia1:12432:3402f2,COLOSTOMY / ILEOSTOMY
bar,y2,x2,IQvia1:12432:7f3122,IQvia1:12432:ada372,GENDER
bar,y4,x4,IQvia1:12432:f8b268,IQvia1:12432:26c665,AGEGROUP
bar,y6,x6,IQvia1:12432:f5fd96,IQvia1:12432:3402f2,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y8,x8,IQvia1:12432:0ef66b,IQvia1:12432:9fe279,INTESTINAL OBSTRUCTION
bar,y10,x10,IQvia1:12432:554f5c,IQvia1:12432:3402f2,HEPATITIS BC
bar,y12,x12,IQvia1:12432:cb94bb,IQvia1:12432:3402f2,TUBERCULOSIS
bar,y14,x14,IQvia1:12432:14d2fc,IQvia1:12432:3402f2,TACROLIMUS
bar,y16,x16,IQvia1:12432:c5dce6,IQvia1:12432:3402f2,AZATHIOPRINE
bar,y18,x18,IQvia1:12432:4f0068,IQvia1:12432:3402f2,COLOSTOMY / ILEOSTOMY
