type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12430:810f41,IQvia1:12430:49e7bf,GENDER
bar,y3,x3,IQvia1:12430:584ae0,IQvia1:12430:6c01bb,AGEGROUP
bar,y5,x5,IQvia1:12430:0dd9d3,IQvia1:12430:a7277b,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y7,x7,IQvia1:12430:deb135,IQvia1:12430:55e348,INTESTINAL OBSTRUCTION
bar,y9,x9,IQvia1:12430:7a4558,IQvia1:12430:a7277b,HEPATITIS BC
bar,y11,x11,IQvia1:12430:57a6a9,IQvia1:12430:a7277b,TUBERCULOSIS
bar,y13,x13,IQvia1:12430:70743b,IQvia1:12430:a7277b,TACROLIMUS
bar,y15,x15,IQvia1:12430:edb3c4,IQvia1:12430:a7277b,AZATHIOPRINE
bar,y17,x17,IQvia1:12430:a20dcd,IQvia1:12430:a7277b,COLOSTOMY / ILEOSTOMY
bar,y2,x2,IQvia1:12430:810f41,IQvia1:12430:49e7bf,GENDER
bar,y4,x4,IQvia1:12430:584ae0,IQvia1:12430:6c01bb,AGEGROUP
bar,y6,x6,IQvia1:12430:0dd9d3,IQvia1:12430:a7277b,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y8,x8,IQvia1:12430:deb135,IQvia1:12430:55e348,INTESTINAL OBSTRUCTION
bar,y10,x10,IQvia1:12430:7a4558,IQvia1:12430:a7277b,HEPATITIS BC
bar,y12,x12,IQvia1:12430:57a6a9,IQvia1:12430:a7277b,TUBERCULOSIS
bar,y14,x14,IQvia1:12430:70743b,IQvia1:12430:a7277b,TACROLIMUS
bar,y16,x16,IQvia1:12430:edb3c4,IQvia1:12430:a7277b,AZATHIOPRINE
bar,y18,x18,IQvia1:12430:a20dcd,IQvia1:12430:a7277b,COLOSTOMY / ILEOSTOMY
