type,yaxis,xaxis,ysrc,line.width,xsrc,line.dash,mode,line.color,name
scatter,y1,x1,erasmocf.ufrgs:84:fc9480,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (31, 119, 180, 1)",close
scatter,y1,x1,erasmocf.ufrgs:84:6db107,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (255, 127, 14, 1)",MA180
scatter,y1,x1,erasmocf.ufrgs:84:b7304d,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (44, 160, 44, 1)",MA90
scatter,y1,x1,erasmocf.ufrgs:84:5eea6b,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (214, 39, 40, 1)",MA30
scatter,y1,x1,erasmocf.ufrgs:84:804df5,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (148, 103, 189, 1)",MA15
scatter,y1,x1,erasmocf.ufrgs:84:980117,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (140, 86, 75, 1)",MA7
scatter,y1,x1,erasmocf.ufrgs:84:fc8e30,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (227, 119, 194, 1)",MA1
scatter,y2,x1,erasmocf.ufrgs:84:60b8d6,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (31, 119, 180, 1)",log_MA1/7
scatter,y2,x1,erasmocf.ufrgs:84:15140e,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (255, 127, 14, 1)",log_MA7/15
scatter,y2,x1,erasmocf.ufrgs:84:6077df,1.5,erasmocf.ufrgs:84:d18cfa,solid,lines,"rgba (44, 160, 44, 1)",log_MA15/30
