type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12110:4ef241,IQvia1:12110:46a00a,Gender
bar,y3,x3,IQvia1:12110:686a36,IQvia1:12110:ee9d67,Age
bar,y5,x5,IQvia1:12110:8d41bc,IQvia1:12110:eb56f0,STOMATOLOGICAL PREPARATIONS
bar,y7,x7,IQvia1:12110:db5d59,IQvia1:12110:eb56f0,DRUGS FOR ACID RELATED DISORDERS
bar,y9,x9,IQvia1:12110:ac45be,IQvia1:12110:eb56f0,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y11,x11,IQvia1:12110:4ff4a9,IQvia1:12110:eb56f0,ANTIHYPERTENSIVES
bar,y13,x13,IQvia1:12110:bf2866,IQvia1:12110:eb56f0,ANTIEMETICS AND ANTINAUSEANTS
bar,y15,x15,IQvia1:12110:82be72,IQvia1:12110:eb56f0,DRUGS FOR CONSTIPATION
bar,y17,x17,IQvia1:12110:e64974,IQvia1:12110:eb56f0,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y19,x19,IQvia1:12110:663937,IQvia1:12110:eb56f0,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
bar,y2,x2,IQvia1:12110:4ef241,IQvia1:12110:eb56f0,Gender
bar,y4,x4,IQvia1:12110:686a36,IQvia1:12110:61c721,Age
bar,y6,x6,IQvia1:12110:8d41bc,IQvia1:12110:eb56f0,STOMATOLOGICAL PREPARATIONS
bar,y8,x8,IQvia1:12110:db5d59,IQvia1:12110:eb56f0,DRUGS FOR ACID RELATED DISORDERS
bar,y10,x10,IQvia1:12110:ac45be,IQvia1:12110:eb56f0,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
bar,y12,x12,IQvia1:12110:4ff4a9,IQvia1:12110:eb56f0,ANTIHYPERTENSIVES
bar,y14,x14,IQvia1:12110:bf2866,IQvia1:12110:eb56f0,ANTIEMETICS AND ANTINAUSEANTS
bar,y16,x16,IQvia1:12110:82be72,IQvia1:12110:eb56f0,DRUGS FOR CONSTIPATION
bar,y18,x18,IQvia1:12110:e64974,IQvia1:12110:eb56f0,ANTIDIARRHEALS; INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
bar,y20,x20,IQvia1:12110:663937,IQvia1:12110:eb56f0,ANTIOBESITY PREPARATIONS; EXCL. DIET PRODUCTS
