type,yaxis,xaxis,ysrc,xsrc,name
bar,y1,x1,IQvia1:12454:fa1a75,IQvia1:12454:026063,GENDER
bar,y3,x3,IQvia1:12454:193fc2,IQvia1:12454:29bb25,AGEGROUP
bar,y5,x5,IQvia1:12454:42bb3e,IQvia1:12454:d86b69,HEPATITIS BC
bar,y7,x7,IQvia1:12454:156d94,IQvia1:12454:d86b69,TUBERCULOSIS
bar,y9,x9,IQvia1:12454:d169b9,IQvia1:12454:d86b69,HIV
bar,y11,x11,IQvia1:12454:10152c,IQvia1:12454:d86b69,TACROLIMUS
bar,y13,x13,IQvia1:12454:d80dd7,IQvia1:12454:d86b69,AZATHIOPRINE
bar,y15,x15,IQvia1:12454:abaa4c,IQvia1:12454:d86b69,TUMOUR NECROSIS FACTOR PRODUCTS
bar,y2,x2,IQvia1:12454:fa1a75,IQvia1:12454:026063,GENDER
bar,y4,x4,IQvia1:12454:193fc2,IQvia1:12454:29bb25,AGEGROUP
bar,y6,x6,IQvia1:12454:42bb3e,IQvia1:12454:d86b69,HEPATITIS BC
bar,y8,x8,IQvia1:12454:156d94,IQvia1:12454:d86b69,TUBERCULOSIS
bar,y10,x10,IQvia1:12454:d169b9,IQvia1:12454:d86b69,HIV
bar,y12,x12,IQvia1:12454:10152c,IQvia1:12454:d86b69,TACROLIMUS
bar,y14,x14,IQvia1:12454:d80dd7,IQvia1:12454:d86b69,AZATHIOPRINE
bar,y16,x16,IQvia1:12454:abaa4c,IQvia1:12454:d86b69,TUMOUR NECROSIS FACTOR PRODUCTS
